"North","East","WaterSE","Code","Pt.name","VertPrec"
4099747.35,568578.095,2.121,"echo","2472",0.0105
4099746.793,568578.726,2.115,"echo","2473",0.01072
4099746.415,568579.563,2.135,"echo","2474",0.011
4099745.695,568580.208,2.124,"echo","2475",0.01066
4099744.978,568580.862,2.122,"echo","2476",0.01061
4099744.379,568581.602,2.124,"echo","2477",0.0104
4099743.747,568582.239,2.124,"echo","2478",0.01046
4099742.959,568582.812,2.133,"echo","2479",0.01127
4099742.336,568583.446,2.125,"echo","2480",0.01089
4099741.498,568584.035,2.129,"echo","2481",0.01061
4099740.696,568584.699,2.127,"echo","2482",0.01115
4099739.87,568585.296,2.125,"echo","2483",0.011
4099739.043,568585.906,2.124,"echo","2484",0.01098
4099738.222,568586.564,2.124,"echo","2485",0.01043
4099737.109,568586.972,2.135,"echo","2486",0.01053
4099736.152,568587.434,2.123,"echo","2487",0.01048
4099735.342,568587.915,2.138,"echo","2488",0.01041
4099734.622,568588.344,2.119,"echo","2489",0.01058
4099733.761,568588.701,2.121,"echo","2490",0.01122
4099732.814,568589.081,2.14,"echo","2491",0.01069
4099732.094,568589.523,2.151,"echo","2492",0.01103
4099731.331,568589.805,2.125,"echo","2493",0.01046
4099730.654,568590.418,2.145,"echo","2494",0.01048
4099729.996,568591.199,2.129,"echo","2495",0.01076
4099729.284,568591.949,2.139,"echo","2496",0.01086
4099728.513,568592.561,2.116,"echo","2497",0.01076
4099727.623,568592.793,2.112,"echo","2498",0.01037
4099726.667,568593.052,2.13,"echo","2499",0.01057
4099725.656,568592.877,2.12,"echo","2500",0.01101
4099724.64,568592.854,2.126,"echo","2501",0.01032
4099723.688,568592.804,2.112,"echo","2502",0.01017
4099722.455,568592.441,2.1,"echo","2503",0.01016
4099720.9,568592.178,2.113,"echo","2504",0.01016
4099719.743,568592.01,2.127,"echo","2505",0.01017
4099718.534,568592.116,2.115,"echo","2506",0.01019
4099717.605,568592.707,2.122,"echo","2507",0.01054
4099716.998,568593.609,2.135,"echo","2508",0.01036
4099716.211,568594.89,2.122,"echo","2509",0.01021
4099715.808,568596.173,2.104,"echo","2510",0.01014
4099715.621,568597.607,2.118,"echo","2511",0.01013
4099715.276,568598.483,2.122,"echo","2512",0.01013
4099715.386,568599.644,2.116,"echo","2513",0.01014
4099716.082,568600.202,2.124,"echo","2514",0.01017
4099716.96,568600.932,2.123,"echo","2515",0.01011
4099718.06,568601.628,2.119,"echo","2516",0.01027
4099719.229,568602.072,2.12,"echo","2517",0.0101
4099720.261,568602.533,2.121,"echo","2518",0.01015
4099721.17,568602.999,2.119,"echo","2519",0.01008
4099721.995,568603.464,2.122,"echo","2520",0.01029
4099722.701,568603.946,2.132,"echo","2521",0.01007
4099723.375,568604.544,2.118,"echo","2522",0.01007
4099723.956,568605.276,2.128,"echo","2523",0.01011
4099724.441,568606.218,2.128,"echo","2524",0.01015
4099724.978,568607.001,2.124,"echo","2525",0.0103
4099725.515,568607.668,2.122,"echo","2526",0.01038
4099726.025,568608.271,2.116,"echo","2527",0.01005
4099726.49,568609.033,2.129,"echo","2528",0.01002
4099727.219,568609.641,2.122,"echo","2529",0.01003
4099727.899,568610.25,2.121,"echo","2530",0.01002
4099728.408,568611.105,2.116,"echo","2531",0.01002
4099728.881,568611.92,2.1,"echo","2532",0.01001
4099729.432,568612.59,2.124,"echo","2533",0.01001
4099729.8,568613.208,2.129,"echo","2534",0.01001
4099730.288,568613.673,2.138,"echo","2535",0.01001
4099730.966,568614.143,2.116,"echo","2536",0.01
4099731.749,568614.164,2.138,"echo","2537",0.01001
4099732.427,568614.39,2.12,"echo","2538",0.01001
4099733.167,568614.489,2.12,"echo","2539",0.01001
4099733.62,568614.532,2.115,"echo","2540",0.01016
4099733.905,568614.562,2.131,"echo","2541",0.01015
4099733.753,568614.576,2.12,"echo","2542",0.0102
4099733.208,568614.976,2.154,"echo","2543",0.01008
4099733.34,568615.613,2.114,"echo","2544",0.01023
4099733.136,568616.453,2.134,"echo","2545",0.01004
4099733.115,568617.31,2.12,"echo","2546",0.01
4099734.044,568617.556,2.125,"echo","2547",0.01006
4099734.859,568617.817,2.126,"echo","2548",0.00998
4099735.44,568618.013,2.129,"echo","2549",0.00997
4099735.974,568618.115,2.141,"echo","2550",0.01026
4099736.389,568618.068,2.129,"echo","2551",0.01012
4099735.754,568617.488,2.13,"echo","2552",0.01022
4099734.79,568617.611,2.132,"echo","2553",0.01001
4099733.932,568617.816,2.121,"echo","2554",0.01014
4099733.314,568618.001,2.125,"echo","2555",0.0101
4099733.157,568618.697,2.111,"echo","2556",0.00997
4099734.249,568618.7,2.109,"echo","2557",0.01015
4099735.424,568618.676,2.108,"echo","2558",0.00994
4099736.347,568618.759,2.115,"echo","2559",0.00993
4099737.024,568619.594,2.139,"echo","2560",0.01016
4099737.64,568620.478,2.129,"echo","2561",0.00992
4099738.255,568621.213,2.117,"echo","2562",0.00992
4099738.856,568621.857,2.128,"echo","2563",0.00996
4099739.419,568622.446,2.131,"echo","2564",0.01
4099739.951,568622.998,2.124,"echo","2565",0.01022
4099740.476,568623.502,2.138,"echo","2566",0.01014
4099740.87,568624.322,2.12,"echo","2567",0.01015
4099741.489,568625.064,2.122,"echo","2568",0.00996
4099742.195,568625.674,2.127,"echo","2569",0.01022
4099742.856,568626.228,2.133,"echo","2570",0.00995
4099743.469,568626.748,2.131,"echo","2571",0.01008
4099744.034,568627.249,2.128,"echo","2572",0.01019
4099744.549,568627.726,2.12,"echo","2573",0.01026
4099745.014,568628.191,2.129,"echo","2574",0.01006
4099745.4,568628.946,2.125,"echo","2575",0.01002
4099745.836,568629.634,2.127,"echo","2576",0.00976
4099746.319,568630.191,2.141,"echo","2577",0.00994
4099746.79,568630.798,2.133,"echo","2578",0.01009
4099747.251,568631.677,2.128,"echo","2579",0.01031
4099747.784,568632.38,2.139,"echo","2580",0.01001
4099748.335,568632.976,2.129,"echo","2581",0.00989
4099748.854,568633.527,2.112,"echo","2582",0.00987
4099749.399,568634.283,2.137,"echo","2583",0.00998
4099750.085,568634.905,2.142,"echo","2584",0.00973
4099750.711,568635.474,2.125,"echo","2585",0.00967
4099751.258,568636.388,2.129,"echo","2586",0.00967
4099752.02,568637.068,2.133,"echo","2587",0.00985
4099752.901,568637.648,2.128,"echo","2588",0.01006
4099753.565,568638.371,2.117,"echo","2589",0.01
4099754.15,568639.009,2.132,"echo","2590",0.00981
4099754.696,568639.602,2.126,"echo","2591",0.0098
4099755.156,568640.427,2.148,"echo","2592",0.01022
4099755.695,568641.151,2.123,"echo","2593",0.01009
4099756.342,568641.749,2.126,"echo","2594",0.0098
4099756.869,568642.587,2.133,"echo","2595",0.0099
4099757.437,568643.224,2.109,"echo","2596",0.00999
4099757.995,568643.747,2.119,"echo","2597",0.00979
4099758.745,568644.265,2.114,"echo","2598",0.00979
4099759.386,568644.87,2.131,"echo","2599",0.01014
4099759.89,568645.493,2.116,"echo","2600",0.01009
4099760.691,568646.223,2.119,"echo","2601",0.01022
4099761.224,568647.144,2.128,"echo","2602",0.0103
4099761.556,568648.261,2.134,"echo","2603",0.01038
4099761.588,568649.289,2.117,"echo","2604",0.00975
4099761.626,568650.395,2.136,"echo","2605",0.00967
4099762.192,568651.242,2.146,"echo","2606",0.00986
4099762.588,568651.824,2.126,"echo","2607",0.00999
4099762.114,568652.694,2.134,"echo","2608",0.00988
4099761.159,568652.795,2.109,"echo","2609",0.00981
4099760.571,568651.939,2.125,"echo","2610",0.00996
4099759.858,568651.14,2.129,"echo","2611",0.00985
4099759.25,568650.289,2.127,"echo","2612",0.01009
4099758.74,568649.461,2.115,"echo","2613",0.00999
4099758.273,568648.616,2.126,"echo","2614",0.00981
4099757.789,568647.912,2.127,"echo","2615",0.00937
4099757.368,568647.126,2.124,"echo","2616",0.00937
4099756.861,568646.3,2.126,"echo","2617",0.00937
4099756.129,568645.565,2.124,"echo","2618",0.00936
4099755.517,568644.626,2.119,"echo","2619",0.00936
4099754.94,568643.7,2.119,"echo","2620",0.00935
4099754.343,568642.88,2.134,"echo","2621",0.00946
4099753.694,568642.238,2.13,"echo","2622",0.00935
4099752.992,568641.473,2.122,"echo","2623",0.00934
4099752.327,568640.608,2.134,"echo","2624",0.00948
4099751.692,568639.911,2.133,"echo","2625",0.00941
4099751.11,568639.257,2.135,"echo","2626",0.00941
4099750.501,568638.461,2.131,"echo","2627",0.00933
4099749.672,568637.831,2.119,"echo","2628",0.00932
4099748.974,568636.969,2.113,"echo","2629",0.00935
4099748.292,568636.265,2.126,"echo","2630",0.00931
4099747.668,568635.644,2.116,"echo","2631",0.00931
4099747.094,568634.824,2.132,"echo","2632",0.0093
4099746.501,568634.163,2.131,"echo","2633",0.00929
4099745.673,568633.701,2.129,"echo","2634",0.00929
4099744.963,568632.877,2.128,"echo","2635",0.00928
4099744.28,568632.139,2.118,"echo","2636",0.00928
4099743.632,568631.54,2.13,"echo","2637",0.00927
4099743.042,568630.886,2.121,"echo","2638",0.0093
4099742.341,568630.21,2.126,"echo","2639",0.00934
4099741.592,568629.565,2.126,"echo","2640",0.00925
4099740.925,568628.922,2.122,"echo","2641",0.00925
4099740.294,568628.371,2.124,"echo","2642",0.00925
4099739.705,568627.883,2.123,"echo","2643",0.00924
4099739.223,568627.119,2.124,"echo","2644",0.00923
4099738.485,568626.498,2.131,"echo","2645",0.00923
4099737.774,568625.618,2.127,"echo","2646",0.00924
4099737.09,568624.836,2.131,"echo","2647",0.00923
4099736.437,568624.209,2.123,"echo","2648",0.00923
4099735.831,568623.668,2.137,"echo","2649",0.00922
4099735.281,568622.831,2.135,"echo","2650",0.00922
4099734.399,568622.161,2.128,"echo","2651",0.00921
4099733.58,568621.206,2.127,"echo","2652",0.00921
4099732.785,568620.345,2.135,"echo","2653",0.0092
4099732.06,568619.393,2.125,"echo","2654",0.00919
4099731.121,568618.556,2.125,"echo","2655",0.00919
4099730.232,568617.686,2.132,"echo","2656",0.00918
4099729.444,568616.862,2.125,"echo","2657",0.00918
4099728.723,568616.136,2.124,"echo","2658",0.00929
4099728.143,568615.286,2.113,"echo","2659",0.00917
4099727.559,568614.445,2.118,"echo","2660",0.00917
4099726.969,568613.772,2.127,"echo","2661",0.00917
4099726.455,568612.922,2.125,"echo","2662",0.00916
4099725.894,568612.141,2.124,"echo","2663",0.00915
4099725.292,568611.554,2.133,"echo","2664",0.00915
4099724.562,568610.999,2.127,"echo","2665",0.00915
4099723.929,568610.181,2.129,"echo","2666",0.00914
4099723.322,568609.282,2.132,"echo","2667",0.00914
4099722.483,568608.622,2.126,"echo","2668",0.00913
4099721.68,568607.812,2.127,"echo","2669",0.00913
4099720.935,568607.006,2.133,"echo","2670",0.00912
4099720.234,568606.342,2.126,"echo","2671",0.00912
4099719.607,568605.756,2.126,"echo","2672",0.00911
4099719.013,568604.916,2.13,"echo","2673",0.00911
4099718.141,568604.333,2.127,"echo","2674",0.00911
4099717.396,568603.472,2.126,"echo","2675",0.0091
4099716.682,568602.695,2.13,"echo","2676",0.00911
4099716.001,568602.052,2.122,"echo","2677",0.00923
4099715.354,568601.488,2.136,"echo","2678",0.0091
4099714.766,568600.91,2.129,"echo","2679",0.00909
4099714.163,568600.085,2.131,"echo","2680",0.00909
4099713.343,568599.428,2.132,"echo","2681",0.00908
4099712.62,568598.524,2.126,"echo","2682",0.00909
4099711.908,568597.773,2.132,"echo","2683",0.00908
4099711.228,568597.136,2.128,"echo","2684",0.00908
4099710.62,568596.224,2.116,"echo","2685",0.00907
4099709.708,568595.513,2.119,"echo","2686",0.00907
4099708.847,568594.469,2.123,"echo","2687",0.00906
4099707.916,568593.533,2.126,"echo","2688",0.00905
4099707.056,568592.468,2.125,"echo","2689",0.00905
4099706.219,568591.49,2.129,"echo","2690",0.00905
4099705.426,568590.715,2.13,"echo","2691",0.00904
4099704.71,568590.016,2.124,"echo","2692",0.00904
4099703.995,568589.076,2.129,"echo","2693",0.00903
4099703.068,568588.329,2.128,"echo","2694",0.00903
4099702.262,568587.429,2.122,"echo","2695",0.00902
4099701.539,568586.694,2.123,"echo","2696",0.00907
4099700.845,568585.735,2.127,"echo","2697",0.00901
4099699.909,568584.909,2.123,"echo","2698",0.00901
4099699.079,568583.886,2.122,"echo","2699",0.00916
4099698.309,568583.108,2.131,"echo","2700",0.00901
4099697.581,568582.077,2.135,"echo","2701",0.00902
4099696.578,568581.315,2.127,"echo","2702",0.009
4099695.705,568580.326,2.131,"echo","2703",0.00899
4099694.91,568579.355,2.13,"echo","2704",0.00899
4099693.944,568578.564,2.118,"echo","2705",0.00899
4099693.035,568577.694,2.126,"echo","2706",0.00899
4099692.211,568576.907,2.135,"echo","2707",0.00898
4099691.511,568575.895,2.135,"echo","2708",0.00898
4099690.612,568575.033,2.128,"echo","2709",0.00903
4099689.82,568574.121,2.131,"echo","2710",0.0091
4099688.887,568573.349,2.126,"echo","2711",0.00896
4099688.045,568572.617,2.124,"echo","2712",0.00898
4099687.422,568571.726,2.126,"echo","2713",0.00899
4099686.688,568570.775,2.128,"echo","2714",0.00895
4099686.02,568569.716,2.131,"echo","2715",0.00894
4099685.433,568568.693,2.124,"echo","2716",0.00894
4099684.895,568567.799,2.121,"echo","2717",0.00894
4099684.427,568566.624,2.125,"echo","2718",0.00893
4099683.743,568565.762,2.123,"echo","2719",0.00893
4099683.123,568564.745,2.128,"echo","2720",0.009
4099682.563,568563.667,2.127,"echo","2721",0.00892
4099681.98,568562.745,2.125,"echo","2722",0.00892
4099681.391,568562,2.128,"echo","2723",0.00898
4099680.878,568561.285,2.106,"echo","2724",0.00891
4099680.339,568560.368,2.112,"echo","2725",0.00906
4099679.654,568559.546,2.118,"echo","2726",0.00898
4099678.997,568558.603,2.126,"echo","2727",0.00922
4099678.359,568557.862,2.136,"echo","2728",0.00905
4099677.761,568557.277,2.149,"echo","2729",0.00931
4099677.206,568556.51,2.124,"echo","2730",0.0096
4099676.401,568555.754,2.124,"echo","2731",0.00989
4099675.543,568554.89,2.126,"echo","2732",0.01127
4099674.718,568554.055,2.169,"echo","2733",0.01147
4099674.006,568553.383,2.138,"echo","2734",0.01356
4099673.329,568552.809,2.15,"echo","2735",0.01761
4099672.761,568552.023,2.124,"echo","2736",0.01867
4099672.147,568560.266,2.128,"echo","2738",0.01798
4099672.235,568560.459,2.123,"echo","2739",0.01647
4099672.365,568560.624,2.12,"echo","2740",0.01532
4099672.48,568560.785,2.115,"echo","2741",0.01382
4099672.621,568560.97,2.126,"echo","2742",0.013
4099672.674,568561.19,2.095,"echo","2743",0.01263
4099672.851,568562.28,2.12,"echo","2744",0.01224
4099673.794,568562.98,2.126,"echo","2745",0.01232
4099674.513,568563.99,2.149,"echo","2746",0.01219
4099675.119,568564.921,2.115,"echo","2747",0.01206
4099675.764,568565.754,2.124,"echo","2748",0.01175
4099676.353,568566.966,2.129,"echo","2749",0.01165
4099677.169,568567.837,2.131,"echo","2750",0.0114
4099678.04,568568.613,2.127,"echo","2751",0.01117
4099678.739,568569.753,2.14,"echo","2752",0.01066
4099679.468,568570.935,2.127,"echo","2753",0.01051
4099680.496,568571.842,2.132,"echo","2754",0.01037
4099681.416,568572.836,2.134,"echo","2755",0.0102
4099682.28,568573.883,2.13,"echo","2756",0.01004
4099683.115,568574.76,2.135,"echo","2757",0.00997
4099683.885,568575.544,2.119,"echo","2758",0.0099
4099684.604,568576.628,2.132,"echo","2759",0.0098
4099685.454,568577.475,2.138,"echo","2760",0.00976
4099686.386,568578.346,2.136,"echo","2761",0.00979
4099687.235,568579.377,2.128,"echo","2762",0.00962
4099688.136,568580.378,2.135,"echo","2763",0.00965
4099689.064,568581.292,2.129,"echo","2764",0.0096
4099689.94,568582.158,2.142,"echo","2765",0.0095
4099690.747,568582.928,2.134,"echo","2766",0.00951
4099691.481,568583.646,2.131,"echo","2767",0.00944
4099692.127,568584.566,2.127,"echo","2768",0.00937
4099692.76,568585.389,2.134,"echo","2769",0.00931
4099693.404,568586.092,2.125,"echo","2770",0.00926
4099693.965,568586.988,2.124,"echo","2771",0.0092
4099694.712,568587.809,2.123,"echo","2772",0.00912
4099695.488,568588.575,2.129,"echo","2773",0.00914
4099696.184,568589.565,2.131,"echo","2774",0.0091
4099696.921,568590.646,2.129,"echo","2775",0.0091
4099697.856,568591.425,2.131,"echo","2776",0.00905
4099698.739,568592.311,2.132,"echo","2777",0.009
4099699.603,568593.091,2.131,"echo","2778",0.00895
4099700.42,568593.756,2.126,"echo","2779",0.0089
4099701.181,568594.361,2.126,"echo","2780",0.00888
4099701.894,568595.191,2.126,"echo","2781",0.00884
4099702.685,568596.083,2.12,"echo","2782",0.0088
4099703.472,568596.749,2.123,"echo","2783",0.00877
4099704.212,568597.306,2.123,"echo","2784",0.00874
4099704.94,568597.789,2.133,"echo","2785",0.0087
4099705.799,568598.246,2.126,"echo","2786",0.00866
4099706.616,568599.038,2.128,"echo","2787",0.00863
4099707.412,568599.689,2.129,"echo","2788",0.00859
4099708.171,568600.254,2.133,"echo","2789",0.00857
4099708.879,568600.859,2.13,"echo","2790",0.00854
4099709.724,568601.526,2.125,"echo","2791",0.00856
4099710.611,568602.194,2.135,"echo","2792",0.00854
4099711.43,568602.858,2.127,"echo","2793",0.00852
4099712.206,568603.434,2.135,"echo","2794",0.00853
4099712.922,568603.974,2.126,"echo","2795",0.0085
4099713.581,568604.539,2.121,"echo","2796",0.00847
4099714.355,568605.365,2.119,"echo","2797",0.00848
4099715.311,568606.184,2.129,"echo","2798",0.00847
4099716.169,568607.076,2.128,"echo","2799",0.00846
4099716.962,568607.873,2.128,"echo","2800",0.00845
4099717.683,568608.597,2.134,"echo","2801",0.00842
4099718.294,568609.642,2.126,"echo","2802",0.00844
4099718.978,568610.515,2.138,"echo","2803",0.00842
4099719.655,568611.233,2.124,"echo","2804",0.00843
4099720.301,568611.872,2.133,"echo","2805",0.00839
4099720.903,568612.562,2.127,"echo","2806",0.00837
4099721.635,568613.462,2.127,"echo","2807",0.00836
4099722.459,568614.287,2.127,"echo","2808",0.00837
4099723.235,568615.042,2.128,"echo","2809",0.00835
4099723.962,568615.708,2.127,"echo","2810",0.00835
4099724.634,568616.364,2.123,"echo","2811",0.00835
4099725.372,568617.288,2.13,"echo","2812",0.00833
4099726.32,568618.287,2.111,"echo","2813",0.00832
4099727.438,568619.421,2.123,"echo","2814",0.00834
4099728.525,568620.613,2.133,"echo","2815",0.00832
4099729.473,568621.794,2.128,"echo","2816",0.00832
4099730.321,568622.833,2.125,"echo","2817",0.0083
4099730.961,568624.031,2.121,"echo","2818",0.00843
4099731.651,568625.295,2.127,"echo","2819",0.00829
4099732.391,568626.29,2.124,"echo","2820",0.00827
4099733.098,568627.157,2.123,"echo","2821",0.00827
4099733.835,568628.308,2.124,"echo","2822",0.00824
4099734.798,568629.315,2.127,"echo","2823",0.00838
4099735.639,568630.531,2.127,"echo","2824",0.00822
4099736.464,568631.502,2.119,"echo","2825",0.00821
4099737.214,568632.485,2.118,"echo","2826",0.00821
4099737.969,568633.576,2.13,"echo","2827",0.00821
4099738.958,568634.353,2.114,"echo","2828",0.00819
4099739.879,568635.408,2.124,"echo","2829",0.00817
4099740.677,568636.538,2.12,"echo","2830",0.00817
4099741.455,568637.728,2.122,"echo","2831",0.00816
4099742.259,568638.677,2.131,"echo","2832",0.00816
4099743.028,568639.483,2.137,"echo","2833",0.00816
4099743.688,568640.572,2.122,"echo","2834",0.0082
4099744.628,568641.54,2.115,"echo","2835",0.0082
4099745.49,568642.689,2.127,"echo","2836",0.0082
4099746.329,568643.64,2.124,"echo","2837",0.00822
4099747.102,568644.488,2.13,"echo","2838",0.00821
4099747.808,568645.271,2.13,"echo","2839",0.00822
4099748.401,568646.143,2.126,"echo","2840",0.00822
4099749.014,568647.272,2.123,"echo","2841",0.00826
4099749.883,568648.399,2.127,"echo","2842",0.00825
4099750.614,568649.692,2.13,"echo","2843",0.00825
4099751.357,568650.69,2.123,"echo","2844",0.00825
4099752.048,568651.578,2.119,"echo","2845",0.00824
4099752.844,568652.115,2.127,"echo","2846",0.00825
4099753.783,568652.466,2.119,"echo","2847",0.00831
4099754.356,568653.495,2.119,"echo","2848",0.00827
4099754.268,568654.704,2.13,"echo","2849",0.00829
4099754.406,568655.682,2.13,"echo","2850",0.00834
4099753.937,568656.79,2.133,"echo","2851",0.00829
4099752.838,568657.249,2.122,"echo","2852",0.00834
4099751.465,568657.178,2.122,"echo","2853",0.00831
4099750.395,568656.266,2.112,"echo","2854",0.00832
4099749.24,568655.273,2.124,"echo","2855",0.00831
4099748.348,568653.966,2.136,"echo","2856",0.00834
4099747.579,568652.693,2.124,"echo","2857",0.00833
4099746.813,568651.654,2.121,"echo","2858",0.00833
4099746.118,568650.388,2.131,"echo","2859",0.00833
4099745.485,568648.98,2.134,"echo","2860",0.00834
4099744.856,568647.825,2.128,"echo","2861",0.00833
4099744.276,568646.498,2.13,"echo","2862",0.00835
4099743.642,568645.136,2.12,"echo","2863",0.00837
4099742.879,568644.13,2.121,"echo","2864",0.00836
4099742.023,568643.382,2.128,"echo","2865",0.00835
4099741.236,568642.35,2.109,"echo","2866",0.00836
4099740.52,568641.397,2.127,"echo","2867",0.00837
4099739.83,568640.591,2.121,"echo","2868",0.00836
4099739.242,568639.698,2.123,"echo","2869",0.00835
4099738.48,568638.774,2.12,"echo","2870",0.00834
4099737.718,568637.763,2.117,"echo","2871",0.00833
4099737.006,568636.715,2.119,"echo","2872",0.00833
4099736.263,568635.61,2.128,"echo","2873",0.00832
4099735.413,568634.704,2.12,"echo","2874",0.00832
4099734.617,568633.776,2.13,"echo","2875",0.00807
4099733.858,568632.798,2.127,"echo","2876",0.00807
4099733.123,568631.812,2.117,"echo","2877",0.00807
4099732.333,568630.844,2.124,"echo","2878",0.00807
4099731.48,568630.01,2.129,"echo","2879",0.00806
4099730.715,568629.168,2.123,"echo","2880",0.00805
4099729.967,568628.12,2.133,"echo","2881",0.00806
4099729.019,568627.232,2.125,"echo","2882",0.00805
4099728.183,568626.231,2.13,"echo","2883",0.00804
4099727.374,568625.413,2.133,"echo","2884",0.00804
4099726.633,568624.714,2.137,"echo","2885",0.00805
4099725.975,568624.057,2.122,"echo","2886",0.00804
4099725.439,568623.059,2.126,"echo","2887",0.00803
4099724.84,568622.277,2.128,"echo","2888",0.00802
4099724.258,568621.633,2.119,"echo","2889",0.00806
4099723.661,568620.858,2.121,"echo","2890",0.00801
4099722.953,568620.132,2.125,"echo","2891",0.008
4099722.123,568619.367,2.129,"echo","2892",0.00799
4099721.279,568618.671,2.121,"echo","2893",0.008
4099720.491,568617.869,2.121,"echo","2894",0.008
4099719.651,568617.262,2.128,"echo","2895",0.00799
4099718.971,568616.529,2.122,"echo","2896",0.00798
4099718.313,568615.697,2.121,"echo","2897",0.00797
4099717.651,568615.026,2.131,"echo","2898",0.00796
4099716.983,568614.492,2.13,"echo","2899",0.00797
4099716.102,568613.919,2.125,"echo","2900",0.00796
4099715.393,568612.871,2.126,"echo","2901",0.00796
4099714.616,568611.843,2.128,"echo","2902",0.00795
4099713.669,568611.146,2.141,"echo","2903",0.00796
4099712.828,568610.302,2.129,"echo","2904",0.00796
4099711.807,568609.643,2.136,"echo","2905",0.00796
4099710.902,568608.712,2.128,"echo","2906",0.00795
4099710.033,568607.964,2.13,"echo","2907",0.00795
4099709.245,568607.333,2.127,"echo","2908",0.00794
4099708.524,568606.747,2.128,"echo","2909",0.00794
4099707.832,568605.868,2.132,"echo","2910",0.00793
4099706.885,568605.161,2.124,"echo","2911",0.00792
4099706.079,568604.255,2.122,"echo","2912",0.00792
4099705.372,568603.223,2.128,"echo","2913",0.00792
4099704.421,568602.388,2.126,"echo","2914",0.00791
4099703.554,568601.329,2.135,"echo","2915",0.00791
4099702.732,568600.466,2.131,"echo","2916",0.0079
4099702.007,568599.533,2.122,"echo","2917",0.00789
4099701.082,568598.692,2.128,"echo","2918",0.0079
4099700.161,568597.747,2.131,"echo","2919",0.0079
4099699.333,568596.832,2.126,"echo","2920",0.00789
4099698.566,568596.079,2.135,"echo","2921",0.00788
4099697.915,568595.092,2.122,"echo","2922",0.00788
4099696.992,568594.298,2.122,"echo","2923",0.00787
4099696.246,568593.161,2.126,"echo","2924",0.00787
4099695.483,568592.249,2.133,"echo","2925",0.00785
4099694.772,568591.442,2.133,"echo","2926",0.00785
4099694.123,568590.264,2.125,"echo","2927",0.00785
4099693.21,568589.399,2.116,"echo","2928",0.00785
4099692.414,568588.463,2.125,"echo","2929",0.00784
4099691.672,568587.688,2.128,"echo","2930",0.00784
4099691.005,568587.008,2.124,"echo","2931",0.00783
4099690.368,568586.011,2.133,"echo","2932",0.00784
4099689.479,568585.138,2.124,"echo","2933",0.00783
4099688.606,568584.1,2.132,"echo","2934",0.00783
4099687.753,568583.017,2.112,"echo","2935",0.00782
4099686.787,568582.012,2.127,"echo","2936",0.00783
4099685.884,568580.846,2.124,"echo","2937",0.00782
4099685.021,568579.83,2.116,"echo","2938",0.00782
4099684.216,568579.015,2.121,"echo","2939",0.00781
4099683.539,568577.979,2.124,"echo","2940",0.00782
4099682.54,568577.077,2.125,"echo","2941",0.00781
4099681.641,568575.966,2.12,"echo","2942",0.00781
4099680.805,568575.014,2.123,"echo","2943",0.0078
4099680.047,568574.194,2.127,"echo","2944",0.00781
4099679.364,568573.46,2.128,"echo","2945",0.00781
4099678.833,568572.655,2.123,"echo","2946",0.00781
4099678.263,568571.609,2.122,"echo","2947",0.00781
4099677.49,568570.495,2.116,"echo","2948",0.00781
4099676.751,568569.376,2.118,"echo","2949",0.00781
4099676.044,568568.451,2.129,"echo","2950",0.00783
4099675.356,568567.661,2.132,"echo","2951",0.00782
4099674.763,568566.967,2.128,"echo","2952",0.00782
4099674.337,568566.063,2.133,"echo","2953",0.00782
4099673.87,568565.134,2.133,"echo","2954",0.00782
4099673.346,568564.413,2.137,"echo","2955",0.00794
4099672.865,568563.481,2.133,"echo","2956",0.00788
4099672.328,568562.591,2.141,"echo","2957",0.00796
4099671.583,568561.91,2.126,"echo","2958",0.00798
4099670.753,568561.031,2.136,"echo","2959",0.00809
4099669.951,568560.161,2.129,"echo","2960",0.00884
4099669.509,568559.349,2.153,"echo","2961",0.00863
4099668.443,568558.894,2.143,"echo","2962",0.00916
4099667.716,568559.204,2.123,"echo","2963",0.01121
4099666.831,568559.456,2.094,"echo","2964",0.01658
4099665.766,568559.807,2.192,"echo","2965",0.01511
4099663.354,568562.835,2.232,"echo","2966",0.01985
4099662.852,568563.881,2.23,"echo","2967",0.02167
4099663.069,568565.076,2.207,"echo","2968",0.02038
4099664.107,568565.801,2.21,"echo","2969",0.01939
4099666.824,568568.743,2.097,"echo","2970",0.01178
4099667.795,568569.581,2.1,"echo","2971",0.00989
4099668.721,568570.222,2.107,"echo","2972",0.00977
4099669.589,568570.776,2.103,"echo","2973",0.00985
4099670.384,568571.288,2.107,"echo","2974",0.01009
4099671.128,568571.767,2.106,"echo","2975",0.00948
4099671.888,568572.614,2.109,"echo","2976",0.00927
4099672.84,568573.302,2.102,"echo","2977",0.00962
4099673.826,568573.984,2.1,"echo","2978",0.00954
4099674.796,568574.548,2.114,"echo","2979",0.00961
4099675.669,568575.092,2.118,"echo","2980",0.00969
4099676.459,568575.857,2.111,"echo","2981",0.00996
4099677.293,568576.544,2.119,"echo","2982",0.00983
4099678.078,568577.14,2.118,"echo","2983",0.01005
4099678.804,568577.704,2.117,"echo","2984",0.0105
4099679.465,568578.5,2.116,"echo","2985",0.01047
4099680.14,568579.211,2.117,"echo","2986",0.01039
4099680.814,568579.806,2.122,"echo","2987",0.01029
4099681.435,568580.347,2.125,"echo","2988",0.01032
4099682.043,568580.893,2.107,"echo","2989",0.01049
4099682.707,568581.809,2.116,"echo","2990",0.01058
