"Pt.name","North","East","BedSE","WaterSE","Depth","Code","VertPrec"
"3296",4099668.16,568593.982,3.613,2.133,1.21,"echo",0.01042
"3297",4099668.644,568594.208,3.589,2.139,1.18,"echo",0.01027
"3298",4099668.764,568594.719,3.799,2.139,1.39,"echo",0.01022
"3299",4099669.16,568595.22,3.811,2.131,1.41,"echo",0.01014
"3300",4099669.611,568595.878,3.583,2.133,1.18,"echo",0.01008
"3301",4099670.058,568596.355,3.616,2.146,1.2,"echo",0.01001
"3302",4099670.464,568596.549,3.837,2.157,1.41,"echo",0.0101
"3303",4099670.74,568596.608,4.363,2.133,1.96,"echo",0.01007
"3304",4099670.462,568596.808,3.918,2.148,1.5,"echo",0.01006
"3305",4099670.2,568596.904,3.582,2.132,1.18,"echo",0.01002
"3306",4099670.447,568596.472,3.822,2.132,1.42,"echo",0.00999
"3307",4099671.295,568596.313,3.748,2.158,1.32,"echo",0.00997
"3308",4099671.844,568596.007,3.802,2.122,1.41,"echo",0.00996
"3309",4099672.322,568595.692,3.958,2.158,1.53,"echo",0.01003
"3310",4099672.769,568595.478,3.834,2.154,1.41,"echo",0.00993
"3311",4099673.306,568594.911,3.79,2.14,1.38,"echo",0.01009
"3312",4099673.941,568594.539,3.126,2.136,0.72,"echo",0.00967
"3313",4099674.544,568594.434,3.194,2.134,0.79,"echo",0.00968
"3314",4099675.516,568594.134,3.213,2.133,0.81,"echo",0.00964
"3315",4099676.331,568594.395,3.166,2.136,0.76,"echo",0.0097
"3316",4099677.143,568594.756,3.199,2.139,0.79,"echo",0.00971
"3317",4099677.874,568595.167,3.12,2.13,0.72,"echo",0.00951
"3318",4099678.512,568595.723,3.101,2.131,0.7,"echo",0.00947
"3319",4099679.112,568596.294,3.111,2.141,0.7,"echo",0.00945
"3320",4099679.64,568596.827,3.169,2.139,0.76,"echo",0.00967
"3321",4099680.125,568597.336,3.152,2.132,0.75,"echo",0.0094
"3322",4099680.646,568597.733,3.129,2.129,0.73,"echo",0.0094
"3323",4099681.162,568598.114,3.138,2.138,0.73,"echo",0.00952
"3324",4099681.805,568598.395,3.089,2.149,0.67,"echo",0.00933
"3325",4099682.456,568598.714,3.016,2.136,0.61,"echo",0.00929
"3326",4099683.023,568599.099,3.013,2.143,0.6,"echo",0.00933
"3327",4099683.519,568599.572,3.611,2.131,1.21,"echo",0.00936
"3328",4099683.983,568600.066,3.724,2.134,1.32,"echo",0.00921
"3330",4099684.884,568601.309,3.875,2.135,1.47,"echo",0.00916
"3331",4099685.362,568601.842,4.146,2.136,1.74,"echo",0.00929
"3332",4099685.876,568602.298,3.511,2.131,1.11,"echo",0.0092
"3333",4099686.345,568602.725,3.838,2.128,1.44,"echo",0.00917
"3334",4099686.854,568603.16,4.093,2.143,1.68,"echo",0.00914
"3335",4099687.364,568603.594,3.916,2.146,1.5,"echo",0.0092
"3338",4099689.227,568604.498,4.123,2.143,1.71,"echo",0.00918
"3341",4099691.171,568605.737,3.508,2.128,1.11,"echo",0.00906
"3342",4099691.737,568606.212,3.484,2.134,1.08,"echo",0.00903
"3343",4099692.328,568606.884,3.428,2.138,1.02,"echo",0.00901
"3344",4099692.937,568607.433,3.878,2.138,1.47,"echo",0.00915
"3345",4099693.72,568607.786,3.617,2.147,1.2,"echo",0.00897
"3346",4099694.425,568608.261,3.603,2.133,1.2,"echo",0.00894
"3347",4099695.026,568609.053,3.633,2.123,1.24,"echo",0.00907
"3348",4099695.7,568609.661,3.586,2.136,1.18,"echo",0.0089
"3349",4099696.415,568610.124,3.557,2.137,1.15,"echo",0.00889
"3350",4099697.129,568610.514,3.754,2.134,1.35,"echo",0.00887
"3351",4099697.776,568610.898,3.721,2.131,1.32,"echo",0.00885
"3352",4099698.367,568611.291,3.869,2.129,1.47,"echo",0.00883
"3353",4099698.897,568611.885,3.836,2.126,1.44,"echo",0.0088
"3354",4099699.649,568612.33,3.769,2.139,1.36,"echo",0.0088
"3355",4099700.453,568612.787,3.814,2.134,1.41,"echo",0.00888
"3356",4099701.106,568613.5,3.914,2.144,1.5,"echo",0.00877
"3357",4099701.717,568614.158,4.025,2.135,1.62,"echo",0.00875
"3358",4099702.294,568614.773,3.695,2.135,1.29,"echo",0.00873
"3359",4099702.849,568615.316,3.881,2.141,1.47,"echo",0.00872
"3360",4099703.288,568615.946,3.703,2.133,1.3,"echo",0.00871
"3361",4099703.668,568616.789,3.643,2.133,1.24,"echo",0.01011
"3362",4099704.113,568617.493,3.832,2.122,1.44,"echo",0.01145
"3363",4099704.59,568618.089,3.885,2.135,1.48,"echo",0.00869
"3364",4099705.042,568618.618,3.47,2.12,1.08,"echo",0.00866
"3365",4099705.493,568619.336,3.38,2.11,1,"echo",0.00865
"3366",4099706.105,568619.979,3.667,2.137,1.26,"echo",0.00863
"3367",4099706.769,568620.482,3.256,2.136,0.85,"echo",0.00861
"3368",4099707.555,568620.853,3.475,2.145,1.06,"echo",0.00868
"3369",4099708.234,568621.36,3.485,2.125,1.09,"echo",0.00859
"3370",4099708.862,568622.037,3.362,2.132,0.96,"echo",0.00858
"3371",4099709.495,568622.617,3.456,2.136,1.05,"echo",0.00857
"3372",4099710.102,568623.14,4.653,2.133,2.25,"echo",0.00872
"3373",4099710.691,568623.617,3.562,2.152,1.14,"echo",0.00865
"3374",4099711.221,568624.127,3.584,2.144,1.17,"echo",0.00857
"3375",4099711.757,568624.634,3.627,2.147,1.21,"echo",0.00857
"3376",4099712.248,568625.382,3.442,2.142,1.03,"echo",0.00861
"3377",4099712.875,568626.015,3.528,2.148,1.11,"echo",0.00867
"3378",4099713.458,568626.727,3.609,2.129,1.21,"echo",0.00868
"3379",4099714.013,568627.307,3.884,2.144,1.47,"echo",0.00869
"3380",4099714.503,568627.959,3.637,2.137,1.23,"echo",0.0086
"3381",4099715.067,568628.493,3.688,2.158,1.26,"echo",0.00878
"3382",4099715.56,568628.905,3.824,2.144,1.41,"echo",0.00871
