"Pt.name","North","East","BedSE","WaterSE","Depth","Code","VertPrec"
"2014",4099764.816,568407.674,3.123,2.193,0.66,"echo",0.0166
"2015",4099765.198,568408.56,3.144,2.184,0.69,"echo",0.01696
"2016",4099765.679,568409.457,3.189,2.189,0.73,"echo",0.01728
"2017",4099765.978,568410.327,3.218,2.188,0.76,"echo",0.01757
"2018",4099766.165,568411.139,3.181,2.191,0.72,"echo",0.01783
"2019",4099766.253,568411.918,3.198,2.198,0.73,"echo",0.01807
"2020",4099766.169,568412.856,3.164,2.174,0.72,"echo",0.01675
"2021",4099766.456,568413.921,3.118,2.188,0.66,"echo",0.0165
"2022",4099766.498,568414.879,3.07,2.19,0.61,"echo",0.01656
"2023",4099766.221,568415.7,3.295,2.175,0.85,"echo",0.01747
"2024",4099765.905,568416.611,3.422,2.182,0.97,"echo",0.01675
"2025",4099765.632,568417.529,3.226,2.166,0.79,"echo",0.01761
"2026",4099765.206,568418.467,4.41,2.18,1.96,"echo",0.01692
"2027",4099764.894,568419.317,3.281,2.141,0.87,"echo",0.01271
"2028",4099764.638,568420.099,3.21,2.15,0.79,"echo",0.01271
"2029",4099764.425,568420.823,3.408,2.148,0.99,"echo",0.01286
"2030",4099764.195,568421.455,4.045,2.125,1.65,"echo",0.0129
"2031",4099763.983,568422.034,3.343,2.163,0.91,"echo",0.01295
"2032",4099763.856,568422.639,3.168,2.168,0.73,"echo",0.01357
"2033",4099763.332,568423.186,3.515,2.165,1.08,"echo",0.01247
"2035",4099762.273,568424.989,3.061,2.151,0.64,"echo",0.01376
"2036",4099762.282,568426.036,3.076,2.146,0.66,"echo",0.0138
"2037",4099762.205,568426.973,3.021,2.141,0.61,"echo",0.01382
"2039",4099761.986,568429.156,3.112,2.142,0.7,"echo",0.01389
"2040",4099761.094,568430.009,3.023,2.143,0.61,"echo",0.01391
"2042",4099760.318,568431.832,3.04,2.14,0.63,"echo",0.01394
"2043",4099759.516,568432.592,3.097,2.167,0.66,"echo",0.01395
"2044",4099758.783,568433.08,3.025,2.145,0.61,"echo",0.01396
"2045",4099758.006,568433.534,3.089,2.129,0.69,"echo",0.01397
"2047",4099757.119,568435.216,3.147,2.127,0.75,"echo",0.01399
"2048",4099756.802,568436.245,3.185,2.125,0.79,"echo",0.014
"2049",4099756.124,568437.058,3.235,2.145,0.82,"echo",0.01401
"2050",4099755.421,568437.775,3.004,2.134,0.6,"echo",0.01402
"2051",4099754.777,568438.398,3.16,2.13,0.76,"echo",0.01402
"2052",4099753.922,568438.993,3.015,2.145,0.6,"echo",0.01358
"2053",4099753.16,568439.766,3.058,2.148,0.64,"echo",0.01358
"2054",4099752.123,568440.412,3.069,2.139,0.66,"echo",0.01358
"2055",4099751.172,568441.08,3.004,2.134,0.6,"echo",0.01403
"2056",4099750.482,568441.852,3.078,2.138,0.67,"echo",0.01403
"2057",4099749.615,568442.639,3.039,2.129,0.64,"echo",0.01232
"2058",4099748.774,568443.413,3.004,2.134,0.6,"echo",0.01232
"2059",4099748.163,568444.221,3.162,2.142,0.75,"echo",0.01233
"2060",4099747.636,568445.035,3.002,2.122,0.61,"echo",0.01238
"2061",4099747.101,568445.72,3.008,2.128,0.61,"echo",0.01234
"2062",4099746.241,568446.339,3.044,2.144,0.63,"echo",0.01233
"2063",4099745.587,568446.965,3.142,2.122,0.75,"echo",0.01233
"2064",4099745.145,568447.773,3.129,2.129,0.73,"echo",0.01233
"2065",4099744.399,568448.469,3.132,2.132,0.73,"echo",0.01233
"2066",4099743.726,568449.115,3.107,2.137,0.7,"echo",0.01281
"2067",4099743.185,568449.723,3.086,2.126,0.69,"echo",0.01232
"2068",4099742.496,568450.241,3.063,2.123,0.67,"echo",0.01232
"2069",4099741.941,568451.056,3.103,2.133,0.7,"echo",0.01231
"2070",4099741.033,568451.751,3.069,2.139,0.66,"echo",0.01236
"2071",4099740.29,568452.421,3.057,2.127,0.66,"echo",0.0123
"2072",4099739.703,568453.052,3.03,2.13,0.63,"echo",0.01229
"2073",4099738.906,568453.607,3.018,2.138,0.61,"echo",0.01229
"2074",4099738.26,568454.428,3.019,2.119,0.63,"echo",0.01228
"2075",4099737.387,568455.22,3.058,2.128,0.66,"echo",0.01227
"2076",4099736.627,568455.955,3.065,2.125,0.67,"echo",0.01226
"2077",4099736.008,568456.647,3.027,2.127,0.63,"echo",0.01226
"2078",4099735.075,568457.265,3.005,2.125,0.61,"echo",0.01225
"2079",4099734.345,568457.947,2.995,2.125,0.6,"echo",0.01225
"2080",4099733.82,568458.608,3.018,2.118,0.63,"echo",0.01225
"2081",4099733.206,568459.32,3.026,2.116,0.64,"echo",0.01224
"2082",4099732.674,568460.241,2.989,2.119,0.6,"echo",0.01224
"2083",4099732.041,568461.067,3.152,2.132,0.75,"echo",0.01223
"2084",4099731.484,568461.799,3.41,2.12,1.02,"echo",0.01222
"2085",4099730.981,568462.46,3.471,2.121,1.08,"echo",0.01222
"2086",4099730.56,568463.227,3.836,2.116,1.45,"echo",0.01221
"2087",4099729.692,568463.833,3.067,2.127,0.67,"echo",0.01221
"2088",4099728.92,568464.436,3.996,2.126,1.6,"echo",0.0122
"2089",4099728.302,568465.032,3.944,2.134,1.54,"echo",0.0122
"2091",4099726.701,568466.227,3.644,2.114,1.26,"echo",0.01219
"2092",4099725.808,568466.966,3.178,2.118,0.79,"echo",0.01218
"2093",4099724.869,568467.719,3.181,2.121,0.79,"echo",0.01218
"2094",4099724.33,568468.75,3.173,2.113,0.79,"echo",0.01217
"2095",4099723.863,568469.821,3.076,2.116,0.69,"echo",0.01217
"2096",4099723.092,568470.669,3.012,2.132,0.61,"echo",0.01223
"2097",4099722.324,568471.463,3.904,2.124,1.51,"echo",0.01216
"2098",4099721.713,568472.211,3.126,2.136,0.72,"echo",0.01244
"2099",4099720.739,568472.88,4.144,2.124,1.75,"echo",0.01251
"2100",4099720.013,568473.821,4.143,2.123,1.75,"echo",0.01258
"2101",4099719.341,568474.916,4.133,2.113,1.75,"echo",0.01264
"2102",4099718.619,568475.876,3.088,2.128,0.69,"echo",0.01269
"2103",4099718.019,568476.898,3.027,2.127,0.63,"echo",0.01274
"2104",4099717.182,568477.695,3.187,2.127,0.79,"echo",0.01279
"2105",4099716.301,568478.378,3.097,2.137,0.69,"echo",0.01283
"2106",4099715.464,568479.068,3.175,2.125,0.78,"echo",0.01287
"2107",4099714.661,568479.867,3.469,2.119,1.08,"echo",0.0129
"2108",4099713.706,568480.556,3.069,2.129,0.67,"echo",0.01293
"2109",4099712.937,568481.227,3.12,2.12,0.73,"echo",0.01296
"2110",4099712.088,568481.802,2.988,2.108,0.61,"echo",0.01299
"2111",4099711.291,568482.549,3.044,2.134,0.64,"echo",0.01301
"2112",4099710.437,568483.334,3.029,2.129,0.63,"echo",0.01303
"2113",4099709.601,568484.05,3.041,2.131,0.64,"echo",0.01305
"2114",4099708.937,568484.732,3.04,2.13,0.64,"echo",0.01307
"2115",4099708.14,568485.326,2.996,2.126,0.6,"echo",0.01308
"2116",4099707.397,568486.125,3.064,2.104,0.69,"echo",0.0131
"2117",4099706.661,568486.929,3.025,2.115,0.64,"echo",0.01311
"2118",4099705.874,568487.671,3.035,2.135,0.63,"echo",0.01312
"2119",4099705.236,568488.37,2.995,2.125,0.6,"echo",0.01313
"2120",4099704.437,568489.003,3.219,2.129,0.82,"echo",0.01314
"2121",4099703.769,568490.063,3.187,2.127,0.79,"echo",0.01316
"2123",4099701.882,568491.859,3.534,2.124,1.14,"echo",0.01317
"2124",4099701.118,568492.593,3.02,2.11,0.64,"echo",0.01317
"2125",4099700.114,568493.41,3.062,2.132,0.66,"echo",0.01317
"2126",4099699.025,568494.333,3.618,2.138,1.21,"echo",0.01317
"2127",4099697.955,568495.122,3.538,2.128,1.14,"echo",0.01317
"2128",4099696.832,568495.835,3.681,2.141,1.27,"echo",0.01317
"2129",4099695.993,568496.606,3.605,2.135,1.2,"echo",0.01318
"2130",4099695.016,568497.402,3.631,2.131,1.23,"echo",0.01318
"2131",4099693.94,568498.087,3.464,2.114,1.08,"echo",0.01318
"2132",4099692.929,568498.816,3.563,2.123,1.17,"echo",0.01318
"2133",4099692.176,568499.522,3.825,2.115,1.44,"echo",0.01318
"2134",4099691.617,568500.357,3.777,2.117,1.39,"echo",0.01318
"2135",4099690.548,568501.108,3.705,2.115,1.32,"echo",0.01319
"2136",4099689.459,568501.839,3.623,2.123,1.23,"echo",0.01319
"2137",4099688.664,568502.923,3.723,2.123,1.33,"echo",0.01319
"2138",4099687.89,568503.938,3.983,2.113,1.6,"echo",0.01318
"2139",4099687.01,568504.827,3.94,2.13,1.54,"echo",0.01318
"2141",4099685.78,568506.41,3.159,2.129,0.76,"echo",0.01203
"2142",4099684.978,568507.187,3.006,2.136,0.6,"echo",0.01203
"2143",4099684.06,568507.904,3.085,2.145,0.67,"echo",0.01237
"2144",4099683.307,568508.571,3.173,2.113,0.79,"echo",0.01249
"2145",4099682.537,568509.237,3.205,2.115,0.82,"echo",0.01233
"2146",4099681.98,568510.01,3.099,2.139,0.69,"echo",0.01254
"2147",4099681.307,568510.795,3.181,2.121,0.79,"echo",0.01203
"2148",4099680.676,568511.486,3.204,2.124,0.81,"echo",0.01202
"2149",4099680.025,568512.057,3.167,2.117,0.78,"echo",0.01202
"2150",4099679.131,568512.617,3.116,2.116,0.73,"echo",0.01201
"2151",4099678.49,568513.253,3.066,2.126,0.67,"echo",0.01202
"2152",4099677.716,568513.998,3.178,2.128,0.78,"echo",0.01228
"2153",4099676.817,568514.723,3.064,2.134,0.66,"echo",0.01201
"2154",4099676.191,568515.662,3.057,2.117,0.67,"echo",0.01201
"2155",4099675.195,568516.576,3.048,2.118,0.66,"echo",0.01218
"2156",4099674.412,568517.439,2.997,2.127,0.6,"echo",0.01215
"2157",4099673.77,568518.242,2.99,2.12,0.6,"echo",0.01201
"2158",4099673.147,568518.962,2.996,2.116,0.61,"echo",0.01215
"2159",4099672.27,568519.66,3.061,2.121,0.67,"echo",0.01266
"2160",4099671.596,568520.384,3.186,2.126,0.79,"echo",0.01236
"2161",4099670.843,568521.099,3.304,2.134,0.9,"echo",0.01243
"2162",4099670.246,568522.051,3.348,2.138,0.94,"echo",0.01248
"2163",4099669.528,568523.074,3.087,2.127,0.69,"echo",0.01252
"2164",4099668.941,568524.049,3.06,2.12,0.67,"echo",0.01256
"2165",4099668.43,568525.081,3.09,2.13,0.69,"echo",0.0126
"2166",4099667.786,568526.032,3.145,2.125,0.75,"echo",0.01263
"2167",4099667.236,568526.883,3.189,2.129,0.79,"echo",0.01266
"2168",4099666.546,568527.659,3.288,2.138,0.88,"echo",0.01269
"2169",4099665.942,568528.516,3.277,2.127,0.88,"echo",0.01271
"2170",4099665.328,568529.29,3.214,2.124,0.82,"echo",0.01273
"2171",4099664.537,568530.093,3.112,2.122,0.72,"echo",0.01275
"2172",4099663.861,568530.984,3.027,2.117,0.64,"echo",0.01277
"2173",4099663.15,568532.01,2.983,2.113,0.6,"echo",0.01278
"2174",4099662.327,568533.055,3.183,2.133,0.78,"echo",0.0128
"2175",4099661.611,568534.222,3.509,2.119,1.12,"echo",0.01281
"2176",4099660.728,568535.182,3.094,2.134,0.69,"echo",0.01282
"2177",4099659.451,568535.717,3.124,2.134,0.72,"echo",0.01283
"2178",4099658.144,568536.272,3.152,2.132,0.75,"echo",0.01284
"2179",4099656.964,568536.907,3.302,2.122,0.91,"echo",0.01285
"2180",4099656.028,568537.737,3.52,2.13,1.12,"echo",0.01285
"2181",4099655.105,568538.468,3.602,2.152,1.18,"echo",0.01286
"2182",4099654.225,568539.096,3.607,2.137,1.2,"echo",0.01287
"2183",4099653.168,568539.678,3.668,2.128,1.27,"echo",0.01287
"2184",4099652.283,568540.283,3.712,2.122,1.32,"echo",0.01287
"2185",4099651.542,568540.888,3.717,2.127,1.32,"echo",0.01287
"2186",4099650.903,568541.464,3.712,2.142,1.3,"echo",0.01287
"2187",4099650.025,568541.972,3.656,2.116,1.27,"echo",0.01287
"2188",4099649.256,568542.742,3.631,2.121,1.24,"echo",0.01288
"2189",4099648.497,568543.44,3.67,2.14,1.26,"echo",0.01287
"2190",4099647.801,568544.072,3.641,2.131,1.24,"echo",0.01287
"2191",4099647.152,568544.646,3.651,2.141,1.24,"echo",0.01287
"2192",4099646.419,568545.138,3.632,2.132,1.23,"echo",0.01287
"2193",4099645.319,568545.598,3.557,2.117,1.17,"echo",0.01287
"2194",4099644.555,568546.211,3.541,2.131,1.14,"echo",0.01287
"2195",4099643.855,568546.823,3.516,2.136,1.11,"echo",0.01287
"2196",4099643.185,568547.478,3.515,2.135,1.11,"echo",0.01287
"2197",4099642.628,568548.112,3.517,2.127,1.12,"echo",0.01287
"2198",4099642.001,568548.762,3.524,2.134,1.12,"echo",0.01287
"2199",4099641.294,568549.538,3.614,2.134,1.21,"echo",0.01287
"2200",4099640.751,568550.385,3.675,2.135,1.27,"echo",0.01286
"2201",4099640.21,568551.044,3.725,2.125,1.33,"echo",0.01286
"2202",4099639.714,568551.548,3.786,2.126,1.39,"echo",0.01286
"2203",4099639.305,568552.253,3.662,2.132,1.26,"echo",0.01287
"2204",4099639.366,568552.869,3.304,2.124,0.91,"echo",0.01287
"2205",4099639.55,568553.663,3.213,2.103,0.84,"echo",0.01159
"2206",4099640.029,568554.377,3.143,2.123,0.75,"echo",0.01159
"2207",4099640.601,568554.927,3.223,2.133,0.82,"echo",0.01159
"2208",4099641.371,568555.418,3.424,2.124,1.03,"echo",0.01158
"2209",4099642.07,568555.993,3.539,2.129,1.14,"echo",0.01175
"2210",4099642.659,568556.559,3.598,2.128,1.2,"echo",0.01178
"2211",4099643.233,568557.373,3.549,2.109,1.17,"echo",0.01179
"2212",4099644.019,568558.307,3.507,2.127,1.11,"echo",0.01283
"2213",4099644.836,568558.928,3.593,2.123,1.2,"echo",0.01182
"2214",4099645.473,568559.57,3.59,2.12,1.2,"echo",0.01165
"2215",4099646.164,568560.299,3.537,2.097,1.17,"echo",0.01195
"2216",4099647.108,568560.757,3.699,2.169,1.26,"echo",0.01208
"2217",4099647.954,568561.104,3.7,2.13,1.3,"echo",0.01117
"2218",4099648.89,568560.856,3.816,2.166,1.38,"echo",0.01315
"2219",4099649.387,568560.148,3.791,2.161,1.36,"echo",0.01539
"2220",4099650.293,568559.469,3.785,2.165,1.35,"echo",0.01567
"2222",4099651.514,568557.846,3.817,2.157,1.39,"echo",0.01613
"2227",4099654.687,568553.317,3.773,2.093,1.41,"echo",0.01271
"2229",4099656.018,568551.954,3.817,2.137,1.41,"echo",0.01587
"2230",4099656.944,568551.089,3.744,2.124,1.35,"echo",0.01631
"2232",4099658.115,568549.188,3.315,2.105,0.94,"echo",0.01961
"2233",4099658.795,568548.328,3.281,2.111,0.9,"echo",0.01507
"2234",4099659.374,568547.533,3.249,2.109,0.87,"echo",0.01449
"2235",4099659.872,568546.792,3.241,2.121,0.85,"echo",0.01481
"2236",4099660.558,568546.067,3.211,2.121,0.82,"echo",0.01508
"2237",4099661.244,568545.293,3.267,2.117,0.88,"echo",0.01477
"2238",4099661.772,568544.554,3.311,2.111,0.93,"echo",0.01406
"2239",4099662.281,568543.843,3.333,2.123,0.94,"echo",0.01358
"2240",4099663.116,568542.935,3.329,2.099,0.96,"echo",0.01371
"2241",4099663.829,568541.806,3.355,2.125,0.96,"echo",0.01343
"2242",4099664.236,568540.68,3.408,2.118,1.02,"echo",0.01343
"2243",4099664.233,568539.291,3.327,2.127,0.93,"echo",0.0133
"2244",4099663.995,568538.209,3.268,2.088,0.91,"echo",0.01332
"2245",4099663.372,568537.132,3.169,2.119,0.78,"echo",0.01339
"2246",4099662.588,568536.348,3.11,2.11,0.73,"echo",0.01326
"2247",4099661.621,568536.416,3.178,2.118,0.79,"echo",0.01338
"2248",4099660.444,568536.892,3.215,2.125,0.82,"echo",0.01326
"2249",4099659.455,568537.704,3.274,2.124,0.88,"echo",0.01306
"2250",4099658.725,568538.595,3.276,2.126,0.88,"echo",0.01298
"2251",4099658.055,568539.392,3.394,2.134,0.99,"echo",0.01285
"2252",4099657.229,568540.057,3.375,2.115,0.99,"echo",0.01278
"2253",4099656.449,568540.72,3.468,2.118,1.08,"echo",0.01258
"2254",4099655.806,568541.374,3.642,2.132,1.24,"echo",0.01243
"2255",4099655.234,568541.992,3.637,2.127,1.24,"echo",0.01229
"2256",4099654.712,568542.569,3.692,2.132,1.29,"echo",0.01215
"2257",4099654.233,568543.114,3.726,2.126,1.33,"echo",0.01207
"2258",4099653.552,568543.598,3.745,2.115,1.36,"echo",0.01192
"2259",4099652.947,568544.12,3.77,2.12,1.38,"echo",0.01187
"2260",4099652.443,568544.647,3.683,2.123,1.29,"echo",0.0118
"2261",4099651.825,568545.159,3.735,2.135,1.33,"echo",0.01176
"2263",4099650.537,568546.772,3.692,2.132,1.29,"echo",0.01172
"2264",4099649.9,568547.626,3.701,2.141,1.29,"echo",0.01164
"2265",4099649.383,568548.431,3.702,2.142,1.29,"echo",0.01158
"2266",4099648.938,568549.187,3.703,2.133,1.3,"echo",0.0116
"2267",4099648.552,568549.896,3.695,2.125,1.3,"echo",0.01152
"2268",4099648.152,568550.549,3.701,2.131,1.3,"echo",0.01151
"2269",4099647.377,568551.263,3.7,2.14,1.29,"echo",0.01155
"2270",4099646.783,568552.025,3.669,2.129,1.27,"echo",0.01151
"2271",4099646.337,568552.739,3.671,2.131,1.27,"echo",0.01146
"2272",4099645.77,568553.249,3.627,2.117,1.24,"echo",0.01137
"2273",4099645.117,568554.171,3.659,2.129,1.26,"echo",0.01141
"2274",4099644.543,568554.907,3.676,2.116,1.29,"echo",0.0115
"2275",4099643.939,568555.528,3.707,2.117,1.32,"echo",0.0117
"2276",4099643.398,568556.136,3.672,2.112,1.29,"echo",0.01151
"2277",4099643.571,568556.793,3.602,2.102,1.23,"echo",0.01151
"2278",4099644.863,568556.589,3.652,2.092,1.29,"echo",0.01154
"2279",4099645.501,568555.474,3.661,2.121,1.27,"echo",0.01152
"2280",4099646.048,568554.797,3.623,2.113,1.24,"echo",0.01155
"2282",4099645.349,568552.642,3.684,2.144,1.27,"echo",0.01168
"2283",4099644.778,568551.745,3.614,2.134,1.21,"echo",0.01172
"2284",4099644.228,568550.976,3.628,2.118,1.24,"echo",0.01169
"2285",4099643.724,568550.298,3.624,2.124,1.23,"echo",0.01165
"2286",4099643.2,568549.871,3.585,2.115,1.2,"echo",0.01161
"2287",4099642.611,568549.553,3.525,2.105,1.15,"echo",0.01158
"2288",4099641.794,568548.921,3.565,2.115,1.18,"echo",0.01155
"2289",4099641.386,568548.003,3.556,2.116,1.17,"echo",0.01153
"2290",4099641.195,568546.939,3.512,2.122,1.12,"echo",0.01154
"2291",4099641.428,568545.918,3.443,2.123,1.05,"echo",0.0113
"2292",4099641.956,568544.743,3.342,2.112,0.96,"echo",0.01149
"2293",4099642.772,568544.046,3.275,2.105,0.9,"echo",0.01059
"2294",4099643.577,568543.598,3.262,2.122,0.87,"echo",0.01056
"2295",4099644.264,568543.542,3.361,2.121,0.97,"echo",0.01081
"2296",4099644.904,568543.179,3.405,2.135,1,"echo",0.01144
"2297",4099645.865,568542.947,3.53,2.14,1.12,"echo",0.01145
"2298",4099646.777,568542.679,3.545,2.125,1.15,"echo",0.01143
"2299",4099647.572,568542.367,3.571,2.121,1.18,"echo",0.01138
"2301",4099648.958,568541.73,3.644,2.134,1.24,"echo",0.01135
"2302",4099649.736,568541.347,3.628,2.118,1.24,"echo",0.01131
"2304",4099651.475,568540.752,3.689,2.129,1.29,"echo",0.01126
"2305",4099652.26,568540.208,3.727,2.137,1.32,"echo",0.01126
"2306",4099653.083,568539.755,3.699,2.129,1.3,"echo",0.01123
"2307",4099653.897,568539.466,3.648,2.118,1.26,"echo",0.01118
"2308",4099654.702,568539.216,3.593,2.113,1.21,"echo",0.01106
"2309",4099655.784,568538.784,3.578,2.108,1.2,"echo",0.01103
"2310",4099656.721,568538.824,3.537,2.127,1.14,"echo",0.01099
"2311",4099657.574,568538.974,3.434,2.114,1.05,"echo",0.01085
"2312",4099658.324,568539.144,3.37,2.13,0.97,"echo",0.01085
"2313",4099659.215,568539.321,3.328,2.128,0.93,"echo",0.01085
"2314",4099660.125,568539.923,3.332,2.122,0.94,"echo",0.01084
"2315",4099661.102,568540.383,3.358,2.128,0.96,"echo",0.01082
"2316",4099661.958,568540.852,3.355,2.125,0.96,"echo",0.0108
"2317",4099662.738,568541.442,3.321,2.121,0.93,"echo",0.01079
"2318",4099663.674,568542.201,3.36,2.13,0.96,"echo",0.01088
"2320",4099665.897,568543.966,3.504,2.214,1.02,"echo",0.01182
"2321",4099666.945,568544.618,3.532,2.262,1,"echo",0.01523
"2322",4099667.877,568545.196,3.45,2.15,1.03,"echo",0.0213
"2328",4099680.624,568554.209,3.324,2.154,0.9,"echo",0.01576
"2329",4099681.388,568554.774,3.225,2.115,0.84,"echo",0.01454
"2330",4099681.779,568555.435,3.172,2.112,0.79,"echo",0.01452
"2331",4099682.07,568556.305,3.152,2.102,0.78,"echo",0.01403
"2332",4099682.551,568557.081,3.183,2.123,0.79,"echo",0.01407
"2333",4099683.058,568557.653,3.167,2.117,0.78,"echo",0.01472
"2334",4099683.564,568558.11,3.176,2.116,0.79,"echo",0.01238
"2335",4099684.054,568558.527,3.214,2.124,0.82,"echo",0.01236
"2336",4099684.589,568558.84,3.308,2.128,0.91,"echo",0.01237
"2337",4099685.232,568559.127,3.213,2.123,0.82,"echo",0.01234
"2338",4099685.925,568559.451,3.214,2.134,0.81,"echo",0.01233
"2339",4099686.52,568559.876,3.302,2.122,0.91,"echo",0.01234
"2340",4099686.972,568560.364,3.159,2.099,0.79,"echo",0.01289
"2341",4099687.468,568560.814,3.173,2.123,0.78,"echo",0.0117
"2342",4099688.019,568561.336,3.237,2.127,0.84,"echo",0.01168
"2343",4099688.263,568561.928,3.194,2.114,0.81,"echo",0.01167
"2344",4099688.153,568562.741,3.17,2.12,0.78,"echo",0.01224
"2345",4099688.157,568563.582,3.155,2.125,0.76,"echo",0.01237
"2346",4099688.334,568564.29,3.155,2.125,0.76,"echo",0.01243
"2347",4099688.383,568564.946,3.185,2.135,0.78,"echo",0.01215
"2348",4099688.344,568565.804,3.202,2.122,0.81,"echo",0.01203
"2349",4099688.647,568566.494,3.274,2.134,0.87,"echo",0.01206
"2350",4099688.825,568567.382,3.376,2.116,0.99,"echo",0.01209
"2351",4099688.826,568568.242,3.351,2.121,0.96,"echo",0.01231
"2352",4099688.911,568568.915,3.326,2.126,0.93,"echo",0.01232
"2353",4099689.347,568569.375,3.318,2.118,0.93,"echo",0.01147
"2354",4099689.812,568570.318,3.286,2.116,0.9,"echo",0.01146
"2355",4099690.446,568570.975,3.3,2.12,0.91,"echo",0.01145
"2356",4099691.131,568571.447,3.306,2.126,0.91,"echo",0.01142
"2357",4099691.816,568572.126,3.256,2.106,0.88,"echo",0.01138
"2358",4099692.525,568572.639,3.261,2.111,0.88,"echo",0.01136
"2359",4099693.369,568572.891,3.278,2.108,0.9,"echo",0.01133
"2360",4099694.168,568573.172,3.295,2.115,0.91,"echo",0.0113
"2361",4099694.842,568573.522,3.317,2.117,0.93,"echo",0.01132
"2362",4099695.486,568573.965,3.346,2.116,0.96,"echo",0.0113
"2363",4099696.016,568574.493,3.305,2.125,0.91,"echo",0.01129
"2364",4099696.486,568575.18,3.277,2.107,0.9,"echo",0.01128
"2365",4099696.991,568575.739,3.318,2.118,0.93,"echo",0.01126
"2366",4099697.478,568576.5,3.287,2.117,0.9,"echo",0.01125
"2367",4099698.009,568577.158,3.291,2.111,0.91,"echo",0.01114
"2368",4099698.666,568577.68,3.29,2.11,0.91,"echo",0.01111
"2369",4099699.239,568578.485,3.289,2.109,0.91,"echo",0.01109
"2370",4099699.935,568579.098,3.332,2.122,0.94,"echo",0.01107
"2371",4099700.653,568579.671,3.318,2.118,0.93,"echo",0.01106
"2372",4099701.215,568580.434,3.344,2.114,0.96,"echo",0.01103
"2373",4099701.754,568581.404,3.411,2.141,1,"echo",0.01102
"2374",4099702.01,568582.266,3.314,2.104,0.94,"echo",0.01101
"2375",4099702.489,568582.921,3.325,2.115,0.94,"echo",0.01102
"2376",4099703.186,568583.149,3.331,2.121,0.94,"echo",0.011
"2377",4099703.834,568583.217,3.365,2.135,0.96,"echo",0.01116
"2378",4099704.563,568582.961,3.543,2.133,1.14,"echo",0.011
"2379",4099705.205,568583.253,3.652,2.122,1.26,"echo",0.01098
"2380",4099705.572,568584.255,3.299,2.119,0.91,"echo",0.01098
"2381",4099705.959,568584.471,3.388,2.118,1,"echo",0.01095
"2382",4099706.693,568584.855,3.48,2.12,1.09,"echo",0.01094
"2383",4099706.827,568585.528,3.607,2.127,1.21,"echo",0.01093
"2384",4099707.414,568586.17,3.452,2.122,1.06,"echo",0.01091
"2385",4099707.731,568586.706,3.342,2.132,0.94,"echo",0.0109
"2386",4099707.821,568587.258,3.321,2.111,0.94,"echo",0.01091
"2387",4099708.166,568587.952,3.321,2.121,0.93,"echo",0.0109
"2388",4099708.737,568588.606,3.28,2.11,0.9,"echo",0.0109
"2389",4099709.417,568589.14,3.282,2.112,0.9,"echo",0.01087
"2390",4099710.276,568589.516,3.293,2.123,0.9,"echo",0.01088
"2391",4099711.175,568589.638,3.268,2.118,0.88,"echo",0.01086
"2392",4099712.031,568589.845,3.271,2.121,0.88,"echo",0.01083
"2393",4099712.892,568590.136,3.278,2.128,0.88,"echo",0.01083
"2394",4099713.699,568590.377,3.263,2.113,0.88,"echo",0.01081
"2395",4099714.612,568590.754,3.169,2.119,0.78,"echo",0.0112
"2396",4099715.474,568590.973,3.143,2.123,0.75,"echo",0.01124
"2397",4099716.241,568591.06,3.059,2.119,0.67,"echo",0.01128
"2398",4099717.001,568591.166,3.185,2.105,0.81,"echo",0.01133
"2399",4099717.774,568591.076,3.287,2.117,0.9,"echo",0.0106
"2400",4099718.569,568590.842,3.452,2.122,1.06,"echo",0.0108
"2402",4099720.061,568590.676,3.562,2.112,1.18,"echo",0.01165
"2403",4099720.783,568590.672,3.566,2.116,1.18,"echo",0.01164
"2404",4099721.504,568590.748,3.474,2.114,1.09,"echo",0.01187
"2405",4099722.18,568590.804,3.668,2.128,1.27,"echo",0.01106
"2406",4099722.799,568590.886,3.487,2.107,1.11,"echo",0.01194
"2407",4099723.476,568591.079,3.352,2.112,0.97,"echo",0.01165
"2408",4099724.142,568591.19,3.749,2.119,1.36,"echo",0.01082
"2409",4099724.796,568591.306,3.72,2.12,1.33,"echo",0.01061
"2410",4099725.744,568591.664,3.705,2.105,1.33,"echo",0.01061
"2411",4099726.551,568591.736,3.69,2.13,1.29,"echo",0.01081
"2412",4099727.621,568591.856,3.931,2.121,1.54,"echo",0.01062
"2413",4099728.573,568591.733,3.467,2.117,1.08,"echo",0.01062
"2414",4099729.296,568591.461,3.713,2.123,1.32,"echo",0.0106
"2415",4099729.926,568591.165,4.251,2.121,1.86,"echo",0.01062
"2416",4099730.506,568590.873,3.22,2.13,0.82,"echo",0.01062
"2417",4099731.367,568590.589,3.34,2.13,0.94,"echo",0.01061
"2418",4099732.033,568590.098,4.063,2.133,1.66,"echo",0.01076
"2419",4099732.646,568589.656,3.955,2.125,1.56,"echo",0.01059
"2420",4099733.413,568589.289,3.962,2.122,1.57,"echo",0.01058
"2421",4099734.081,568588.747,4.095,2.115,1.71,"echo",0.01057
"2422",4099734.716,568588.193,4.145,2.125,1.75,"echo",0.01057
"2423",4099735.344,568587.732,4.087,2.127,1.69,"echo",0.01057
"2424",4099736.088,568587.423,4.03,2.13,1.63,"echo",0.01058
"2425",4099737.008,568587.105,3.977,2.117,1.59,"echo",0.01055
"2426",4099737.779,568586.59,3.91,2.14,1.5,"echo",0.01053
