"North","East","BedSE","Code","Pt.name","VertPrec"
4099712.248,568625.382,3.442,"echo","3376",0.00861
4099712.875,568626.015,3.528,"echo","3377",0.00867
4099713.458,568626.727,3.609,"echo","3378",0.00868
4099714.013,568627.307,3.884,"echo","3379",0.00869
4099714.503,568627.959,3.637,"echo","3380",0.0086
4099715.067,568628.493,3.688,"echo","3381",0.00878
4099715.56,568628.905,3.824,"echo","3382",0.00871
4099716.087,568629.411,3.736,"echo","3383",0.00864
4099716.576,568630.051,3.869,"echo","3384",0.00865
4099717.07,568630.342,3.737,"echo","3385",0.00873
4099717.459,568630.795,3.921,"echo","3386",0.00865
4099717.962,568631.291,3.939,"echo","3387",0.00873
4099718.486,568631.85,3.652,"echo","3388",0.00864
4099719.141,568632.125,3.555,"echo","3389",0.00873
4099719.662,568632.402,3.485,"echo","3390",0.00878
4099720.013,568632.882,3.646,"echo","3391",0.00873
4099720.378,568633.327,3.686,"echo","3392",0.00886
4099721.018,568633.681,3.799,"echo","3393",0.0089
4099720.292,568633.568,3.781,"echo","3397",0.00874
4099720.016,568633.464,3.657,"echo","3398",0.0086
4099719.64,568633.053,2.988,"echo","3399",0.00905
4099719.375,568632.76,3.774,"echo","3400",0.0098
4099718.905,568632.317,3.957,"echo","3401",0.00986
4099718.485,568632.122,3.945,"echo","3402",0.00992
4099718.102,568631.875,3.66,"echo","3403",0.00847
4099717.66,568631.416,3.653,"echo","3404",0.00849
4099717.27,568630.925,3.902,"echo","3405",0.0085
4099716.779,568630.373,3.733,"echo","3406",0.00873
4099716.346,568630.016,3.683,"echo","3407",0.00877
4099716.083,568629.574,3.649,"echo","3408",0.00895
4099715.905,568628.941,3.653,"echo","3409",0.00886
4099715.508,568628.641,3.65,"echo","3410",0.00855
4099715.206,568628.291,3.521,"echo","3411",0.00856
4099714.967,568627.656,3.722,"echo","3412",0.00856
4099714.475,568627.189,3.75,"echo","3413",0.00856
4099713.982,568626.767,3.446,"echo","3414",0.00871
4099713.526,568626.193,3.516,"echo","3415",0.00872
4099713.073,568625.734,3.679,"echo","3416",0.00867
4099712.539,568625.327,3.488,"echo","3417",0.0086
4099712.006,568624.83,3.524,"echo","3418",0.00862
4099711.479,568624.232,3.614,"echo","3419",0.0087
4099710.936,568623.692,4.406,"echo","3420",0.00883
4099710.391,568623.101,3.636,"echo","3421",0.00858
4099709.876,568622.466,3.631,"echo","3422",0.0086
4099709.288,568621.848,3.502,"echo","3423",0.00875
4099708.771,568621.118,3.687,"echo","3424",0.00861
4099708.411,568620.398,3.422,"echo","3425",0.00861
4099708.256,568619.647,3.714,"echo","3426",0.00871
4099708.331,568619.065,4.301,"echo","3427",0.00861
4099708.629,568619.045,4.254,"echo","3428",0.00861
4099709.091,568619.254,3.486,"echo","3429",0.00861
4099709.379,568619.601,3.762,"echo","3430",0.0086
4099708.885,568619.916,3.301,"echo","3431",0.00872
4099708.181,568619.857,3.534,"echo","3432",0.00859
4099707.708,568619.099,3.534,"echo","3433",0.00859
4099707.27,568618.611,4.038,"echo","3434",0.00858
4099706.9,568617.825,3.685,"echo","3435",0.00858
4099706.094,568617.493,3.776,"echo","3436",0.00858
4099705.308,568617.049,3.641,"echo","3437",0.00856
4099704.43,568616.681,3.56,"echo","3438",0.00856
4099703.682,568616.225,3.479,"echo","3439",0.00874
4099703.096,568615.661,3.65,"echo","3440",0.00869
4099701.79,568614.61,3.751,"echo","3442",0.00845
4099702.071,568614.133,3.572,"echo","3443",0.00844
4099701.718,568613.352,3.601,"echo","3444",0.00855
4099701.113,568612.031,3.613,"echo","3445",0.00843
4099700.408,568610.829,3.806,"echo","3446",0.00843
4099699.413,568609.826,3.004,"echo","3447",0.00857
4099698.405,568609.408,3.959,"echo","3448",0.00842
4099697.47,568608.65,3.908,"echo","3449",0.00842
4099697.3,568607.397,3.719,"echo","3450",0.00841
4099697.619,568606.29,3.69,"echo","3451",0.00841
4099697.777,568605.325,3.881,"echo","3452",0.0084
4099698.656,568604.618,3.616,"echo","3453",0.00839
4099700.075,568604.288,3.017,"echo","3454",0.00839
4099701.556,568604.637,3.014,"echo","3455",0.00851
4099702.771,568605.832,3.066,"echo","3456",0.00838
4099704.202,568606.925,3.039,"echo","3457",0.0085
4099705.596,568608.156,3.083,"echo","3458",0.00838
4099706.889,568609.626,3.097,"echo","3459",0.00837
4099708.131,568610.908,2.98,"echo","3460",0.00837
4099709.417,568612.31,3.863,"echo","3461",0.00836
4099710.814,568613.643,3.702,"echo","3462",0.00835
4099712.193,568614.449,3.623,"echo","3463",0.00834
4099713.587,568615.375,3.67,"echo","3464",0.00846
4099715.088,568615.929,3.632,"echo","3465",0.00833
4099716.557,568616.212,3.786,"echo","3466",0.00832
4099718,568616.823,4.157,"echo","3467",0.00832
4099719.509,568617.355,3.089,"echo","3468",0.00831
4099720.734,568617.964,3.206,"echo","3469",0.0083
4099721.856,568618.93,3.186,"echo","3470",0.00829
4099723.23,568619.777,3.281,"echo","3471",0.00828
4099724.522,568620.88,3.273,"echo","3472",0.00827
4099725.726,568622.097,3.285,"echo","3473",0.00827
4099726.875,568623.346,3.214,"echo","3474",0.00827
4099727.841,568624.719,3.06,"echo","3475",0.00827
4099728.711,568626.099,3.019,"echo","3476",0.00826
4099729.695,568627.364,3.767,"echo","3477",0.00825
4099730.652,568628.661,3.866,"echo","3478",0.00825
4099731.528,568629.971,3.644,"echo","3479",0.00825
4099732.766,568631.109,3.773,"echo","3480",0.00824
4099733.829,568632.505,3.806,"echo","3481",0.00825
4099734.983,568633.64,3.741,"echo","3482",0.00824
4099735.916,568634.981,3.826,"echo","3483",0.00823
4099736.95,568636.327,3.852,"echo","3484",0.00823
4099737.62,568637.894,3.699,"echo","3485",0.00822
4099738.152,568639.413,3.877,"echo","3486",0.00821
4099738.674,568640.949,3.95,"echo","3487",0.0082
4099739.442,568642.295,3.693,"echo","3488",0.0082
4099739.879,568643.937,4.011,"echo","3489",0.00819
4099740.338,568645.405,4.05,"echo","3490",0.00819
4099740.959,568646.712,3.866,"echo","3491",0.00818
4099741.296,568648.284,4.015,"echo","3492",0.00818
4099741.598,568649.855,3.652,"echo","3493",0.0083
4099741.975,568651.198,3.906,"echo","3494",0.00818
4099742.503,568652.468,3.925,"echo","3495",0.00817
4099743.003,568653.771,3.798,"echo","3496",0.00817
4099743.533,568654.792,4.016,"echo","3497",0.00816
4099743.931,568655.787,4.07,"echo","3498",0.00815
4099743.734,568656.777,3.525,"echo","3499",0.00815
4099743.993,568657.6,3.581,"echo","3500",0.00815
4099743.47,568658.563,3.608,"echo","3501",0.00815
4099742.502,568658.742,3.441,"echo","3502",0.00825
4099741.638,568658.239,3.94,"echo","3503",0.00814
4099740.457,568657.566,3.786,"echo","3504",0.00814
4099739.554,568657.252,3.053,"echo","3505",0.00815
4099739.111,568656.7,3.114,"echo","3506",0.00815
4099738.823,568656.331,3.052,"echo","3507",0.00814
4099738.82,568656.279,3.084,"echo","3508",0.00827
4099739.752,568656.447,3.019,"echo","3509",0.00814
4099740.623,568655.672,2.982,"echo","3510",0.00814
4099742.149,568655.31,3.565,"echo","3511",0.00813
4099743.772,568654.816,3.084,"echo","3512",0.0082
4099745.25,568654.125,3.979,"echo","3513",0.00812
4099746.484,568653.178,3.093,"echo","3514",0.00812
4099747.917,568652.325,3.354,"echo","3515",0.00811
4099749.093,568651.537,3.437,"echo","3516",0.0081
4099750.164,568650.872,3.447,"echo","3517",0.0081
4099751.445,568650.286,3.53,"echo","3518",0.00809
4099752.463,568649.676,3.528,"echo","3519",0.00808
4099753.353,568649.156,3.564,"echo","3520",0.00808
4099754.232,568649.048,3.549,"echo","3521",0.00807
4099755.286,568648.683,3.524,"echo","3522",0.00806
4099756.243,568647.87,3.489,"echo","3523",0.00818
4099756.841,568646.829,3.533,"echo","3524",0.00806
4099757.253,568645.546,3.561,"echo","3525",0.00806
4099757.7,568644.475,3.619,"echo","3526",0.00806
4099757.794,568643.373,3.723,"echo","3527",0.00805
4099757.251,568642.583,3.667,"echo","3528",0.00805
4099756.205,568641.98,3.732,"echo","3529",0.00805
4099754.926,568641.77,3.823,"echo","3530",0.00805
4099753.544,568641.85,3.574,"echo","3531",0.00812
4099752.225,568642.326,3.5,"echo","3532",0.00804
4099750.968,568643.074,3.51,"echo","3533",0.00804
4099749.972,568644.1,3.52,"echo","3534",0.00815
4099748.643,568645.023,3.511,"echo","3535",0.00803
4099747.537,568645.596,3.421,"echo","3536",0.00802
4099746.367,568646.49,3.305,"echo","3537",0.00804
4099745.526,568647.828,3.112,"echo","3538",0.00802
4099745.069,568649.351,3.029,"echo","3539",0.00802
4099744.937,568650.931,2.992,"echo","3540",0.00804
4099745.008,568652.437,2.991,"echo","3541",0.00802
4099745.16,568653.911,2.998,"echo","3542",0.00802
4099745.668,568655.244,3.008,"echo","3543",0.00812
4099746.068,568656.759,3.085,"echo","3544",0.00801
4099746.537,568658.053,3.176,"echo","3545",0.00801
4099746.984,568659.181,3.203,"echo","3546",0.008
4099747.385,568660.217,3.244,"echo","3547",0.00799
4099747.714,568661.196,3.198,"echo","3548",0.00799
4099748.005,568662.095,3.251,"echo","3549",0.00798
4099748.075,568663.128,3.292,"echo","3550",0.00798
4099747.971,568664.478,3.293,"echo","3551",0.00797
4099748.212,568665.549,3.39,"echo","3552",0.00797
4099748.376,568666.673,3.38,"echo","3553",0.00796
4099748.445,568667.95,3.386,"echo","3554",0.00797
4099748.398,568668.994,3.391,"echo","3555",0.00796
4099749,568670.285,3.605,"echo","3556",0.00796
4099750.226,568671.347,3.618,"echo","3557",0.00797
4099750.991,568671.965,3.722,"echo","3558",0.00797
4099751.448,568672.759,3.729,"echo","3559",0.0081
4099752.485,568673.004,3.588,"echo","3560",0.00797
4099752.903,568672.037,3.556,"echo","3561",0.00797
4099753.998,568671.27,3.536,"echo","3562",0.00797
4099754.991,568670.31,3.487,"echo","3563",0.00796
4099756.293,568669.639,3.516,"echo","3564",0.00805
4099757.551,568669.039,3.348,"echo","3565",0.00797
4099758.447,568668.257,3.081,"echo","3566",0.00796
4099759.241,568667.384,3.1,"echo","3567",0.00796
4099759.41,568666.415,3.867,"echo","3568",0.00796
4099759.217,568665.686,4.064,"echo","3569",0.00795
4099758.203,568665.032,3.256,"echo","3570",0.00795
4099757.729,568664.334,3.454,"echo","3571",0.00818
4099758.544,568663.794,3.49,"echo","3572",0.00803
4099759.627,568664.409,3.202,"echo","3573",0.00796
4099760.457,568665.617,3.723,"echo","3574",0.00797
4099760.548,568667.103,3.739,"echo","3575",0.00796
4099760.691,568668.6,3.531,"echo","3576",0.00795
4099760.492,568670.167,3.796,"echo","3577",0.00795
4099760.534,568671.774,3.764,"echo","3578",0.00807
4099760.099,568673.477,3.916,"echo","3579",0.00794
4099759.762,568674.909,3.06,"echo","3580",0.00794
4099759.292,568676.454,3.224,"echo","3581",0.00793
4099759.428,568677.977,3.174,"echo","3582",0.00793
4099759.269,568679.804,3.257,"echo","3583",0.00793
4099759.464,568681.33,3.317,"echo","3584",0.00793
4099759.608,568682.791,3.343,"echo","3585",0.00792
4099759.74,568684.406,3.366,"echo","3586",0.00792
4099760.063,568685.69,3.378,"echo","3587",0.00791
4099760.177,568687.314,3.411,"echo","3588",0.00802
4099760.74,568688.658,3.414,"echo","3589",0.00791
4099761.09,568690.383,3.476,"echo","3590",0.0079
4099761.335,568692.185,3.482,"echo","3591",0.00801
4099761.657,568694.092,3.51,"echo","3592",0.00802
4099762.228,568695.543,3.567,"echo","3593",0.0079
4099762.697,568696.881,3.647,"echo","3594",0.0079
4099762.922,568698.379,3.602,"echo","3595",0.00789
4099763.281,568699.607,3.55,"echo","3596",0.00789
4099763.567,568701.263,3.557,"echo","3597",0.00789
4099764.13,568702.502,3.54,"echo","3598",0.00789
4099764.602,568704.045,3.542,"echo","3599",0.00789
4099765.339,568705.36,3.572,"echo","3600",0.00799
4099766.118,568706.34,3.553,"echo","3601",0.00789
4099766.809,568707.452,3.59,"echo","3602",0.00789
4099767.8,568708.602,3.588,"echo","3603",0.00789
4099768.803,568709.857,3.535,"echo","3604",0.00789
4099769.912,568711.063,3.442,"echo","3605",0.00789
4099770.858,568712.501,3.414,"echo","3606",0.00789
4099771.78,568713.837,3.364,"echo","3607",0.00789
4099772.653,568714.932,3.214,"echo","3608",0.00789
4099773.44,568715.907,2.984,"echo","3609",0.00788
4099774.341,568716.861,3.742,"echo","3610",0.00788
4099774.813,568718.421,3.044,"echo","3611",0.00788
4099775.303,568720.142,3.173,"echo","3612",0.00788
4099776.042,568721.611,3.111,"echo","3613",0.00796
4099776.798,568722.789,3.073,"echo","3614",0.00788
4099777.587,568724.413,3.143,"echo","3615",0.00788
4099778.183,568725.652,3.146,"echo","3616",0.00797
4099779.046,568726.823,3.18,"echo","3617",0.00805
4099779.943,568727.731,3.107,"echo","3618",0.00809
4099780.632,568728.539,3.031,"echo","3619",0.00811
4099781.852,568728.461,3.006,"echo","3620",0.00813
4099782.878,568727.641,3.016,"echo","3621",0.00814
4099783.768,568726.457,3.655,"echo","3622",0.00816
4099784.519,568725.843,3.613,"echo","3623",0.00818
4099784.842,568724.78,3.868,"echo","3624",0.00781
4099784.383,568723.783,3.736,"echo","3625",0.0079
4099783.956,568722.303,3.697,"echo","3626",0.00804
4099783.339,568721.304,4.112,"echo","3627",0.00801
4099782.775,568720.165,3.927,"echo","3628",0.00803
4099781.974,568719.231,4.004,"echo","3629",0.00823
4099781.13,568718.148,4.105,"echo","3630",0.00821
4099780.073,568717.291,3.977,"echo","3631",0.00803
4099779.353,568716.31,3.857,"echo","3632",0.00819
4099778.878,568715.01,4.042,"echo","3633",0.0078
4099778.307,568713.987,3.051,"echo","3634",0.00781
4099777.887,568712.704,3.027,"echo","3635",0.00792
4099777.321,568711.672,3.047,"echo","3636",0.00782
4099776.742,568710.772,3.053,"echo","3637",0.00792
4099776.042,568709.671,3.053,"echo","3638",0.00799
4099775.229,568708.65,3.015,"echo","3639",0.00801
4099774.287,568707.673,3.058,"echo","3640",0.00816
4099773.211,568706.78,3.033,"echo","3641",0.00788
4099772.457,568705.851,3.05,"echo","3642",0.00777
4099771.939,568704.999,3.006,"echo","3643",0.0079
4099771.737,568703.998,3.019,"echo","3644",0.00779
4099771.182,568702.882,3.864,"echo","3645",0.0078
4099770.888,568701.487,3.835,"echo","3646",0.00781
4099770.625,568700.241,3.855,"echo","3647",0.00781
4099770.328,568699.187,3.893,"echo","3648",0.00793
4099770.285,568697.949,3.794,"echo","3649",0.00799
4099769.89,568696.781,3.802,"echo","3650",0.00804
4099769.668,568695.528,3.71,"echo","3651",0.00813
4099769.45,568694.457,3.748,"echo","3652",0.00814
4099769.314,568693.474,3.638,"echo","3653",0.00794
4099769.315,568692.308,3.628,"echo","3654",0.00795
4099769.186,568691.092,3.687,"echo","3655",0.00815
4099769.185,568689.79,3.546,"echo","3656",0.00846
4099769.064,568688.712,3.636,"echo","3657",0.00818
4099768.93,568687.766,3.542,"echo","3658",0.00818
4099768.833,568686.907,3.574,"echo","3659",0.00831
4099768.874,568685.886,3.57,"echo","3660",0.00852
4099768.545,568684.906,3.601,"echo","3661",0.00824
4099768.675,568683.812,3.487,"echo","3662",0.00825
4099768.73,568682.828,3.638,"echo","3663",0.00826
4099768.774,568681.953,3.642,"echo","3664",0.00845
4099769.059,568680.951,3.477,"echo","3665",0.00867
4099769.122,568680.082,3.534,"echo","3666",0.00833
4099769.034,568679.401,3.512,"echo","3667",0.00871
4099768.939,568678.812,3.703,"echo","3668",0.00838
4099769.129,568678.119,3.602,"echo","3669",0.00829
4099769.134,568677.172,3.718,"echo","3670",0.0083
4099769.173,568676.422,3.601,"echo","3671",0.0083
4099769.625,568675.512,3.94,"echo","3672",0.0083
4099769.694,568674.684,3.98,"echo","3673",0.00842
4099769.753,568674.139,3.826,"echo","3674",0.00831
4099769.428,568673.737,3.74,"echo","3675",0.00831
4099769.471,568672.825,3.781,"echo","3676",0.00842
4099769.376,568671.895,3.767,"echo","3677",0.00831
4099769.129,568671.203,3.829,"echo","3678",0.00849
4099768.878,568670.625,3.836,"echo","3679",0.00832
4099768.595,568670.176,3.575,"echo","3680",0.00832
4099768.442,568669.607,4.128,"echo","3681",0.00801
4099767.964,568669.078,3.827,"echo","3682",0.00802
4099767.57,568668.351,3.912,"echo","3683",0.00814
4099767.096,568667.652,3.918,"echo","3684",0.00802
4099766.781,568666.806,3.875,"echo","3685",0.0081
4099766.345,568665.941,3.544,"echo","3686",0.00818
4099766.21,568665.021,3.77,"echo","3687",0.00871
4099766.211,568664.043,3.514,"echo","3688",0.00821
4099766.126,568663.203,3.559,"echo","3689",0.00814
4099766.064,568662.414,3.601,"echo","3690",0.00837
4099766.15,568661.449,3.577,"echo","3691",0.00843
4099766.053,568660.684,3.594,"echo","3692",0.00856
4099766.089,568659.632,3.701,"echo","3693",0.00838
4099765.764,568658.867,3.617,"echo","3694",0.00844
4099765.506,568658.061,3.726,"echo","3695",0.00849
4099765.196,568657.344,3.887,"echo","3696",0.00843
4099764.816,568656.833,3.798,"echo","3697",0.00839
4099764.297,568655.681,4.246,"echo","3699",0.00867
4099764.03,568655.069,3.133,"echo","3700",0.00866
4099763.647,568654.56,3.13,"echo","3701",0.00843
4099763.456,568653.783,3.164,"echo","3702",0.00843
4099763.118,568653.125,3.154,"echo","3703",0.00862
4099762.892,568652.361,3.166,"echo","3704",0.00844
4099762.776,568651.527,3.208,"echo","3705",0.00845
4099762.471,568650.783,3.212,"echo","3706",0.00845
4099762.102,568650.113,3.238,"echo","3707",0.00846
4099762.188,568649.161,3.265,"echo","3708",0.00846
4099762.058,568648.694,3.295,"echo","3709",0.00847
4099761.851,568647.996,3.32,"echo","3710",0.00847
4099761.803,568647.248,3.306,"echo","3711",0.00847
4099761.551,568646.805,3.363,"echo","3712",0.00847
4099761.288,568646.15,3.414,"echo","3713",0.00846
4099760.985,568645.672,3.51,"echo","3714",0.00846
4099760.723,568645.23,3.459,"echo","3715",0.00835
4099760.367,568644.819,3.47,"echo","3716",0.00847
4099759.829,568644.429,3.526,"echo","3717",0.00812
4099759.348,568643.906,3.537,"echo","3718",0.00812
4099758.572,568643.549,3.679,"echo","3719",0.00812
4099758.128,568643.095,3.677,"echo","3720",0.00811
4099757.737,568642.379,3.552,"echo","3721",0.00811
4099757.319,568641.762,3.586,"echo","3722",0.00811
4099756.891,568641.327,3.626,"echo","3723",0.00811
4099756.506,568640.959,3.642,"echo","3724",0.00811
4099756.175,568640.551,3.642,"echo","3725",0.0081
4099755.943,568639.535,3.436,"echo","3726",0.0081
4099755.953,568638.851,2.986,"echo","3727",0.0081
4099755.705,568638.836,3.784,"echo","3728",0.00811
4099755.085,568638.582,3.315,"echo","3729",0.00811
4099754.056,568638.446,3.542,"echo","3730",0.00811
4099752.732,568638.605,3.788,"echo","3731",0.00811
4099751.825,568639.025,3.771,"echo","3732",0.00811
4099750.923,568639.7,3.556,"echo","3733",0.0081
4099749.613,568640.182,3.525,"echo","3734",0.0081
4099748.539,568641.018,3.558,"echo","3735",0.0081
4099747.263,568641.578,3.505,"echo","3736",0.00809
4099746.134,568642.265,3.417,"echo","3737",0.00809
4099745.083,568642.97,3.293,"echo","3738",0.00809
4099743.56,568644.342,3.007,"echo","3740",0.00808
4099742.626,568644.713,3.201,"echo","3741",0.00808
4099741.818,568644.548,3.942,"echo","3742",0.00808
4099741.077,568644.059,4.009,"echo","3743",0.00808
4099740.782,568643.497,3.941,"echo","3744",0.00816
4099740.564,568642.92,3.837,"echo","3745",0.00808
4099740.637,568642.267,3.907,"echo","3746",0.00808
4099740.978,568641.67,3.964,"echo","3747",0.00808
4099741.453,568641.188,4.07,"echo","3748",0.00807
4099741.987,568640.821,4.105,"echo","3749",0.00807
4099742.532,568640.542,3.171,"echo","3750",0.00807
4099743.077,568640.304,3.068,"echo","3751",0.00807
4099743.987,568639.563,3.204,"echo","3752",0.00806
4099745.224,568639.295,3.358,"echo","3753",0.00806
4099746.587,568639.904,3.492,"echo","3754",0.00806
4099748.106,568640.319,3.542,"echo","3755",0.00806
4099749.713,568641.009,3.627,"echo","3756",0.00807
4099751.108,568641.891,3.552,"echo","3757",0.00806
4099752.402,568642.616,3.585,"echo","3758",0.00805
4099762.536,568656.285,3.538,"echo","3759",0.00832
4099750.261,568656.061,3.527,"echo","3760",0.00836
4099749.198,568655.436,3.517,"echo","3761",0.00835
4099748.211,568654.785,3.357,"echo","3762",0.00836
4099747.197,568653.814,3.281,"echo","3763",0.00836
4099746.499,568652.573,3.136,"echo","3764",0.00836
4099746.192,568651.217,3.141,"echo","3765",0.00836
4099746.443,568649.875,3.16,"echo","3766",0.00844
4099747.086,568648.616,3.238,"echo","3767",0.00837
4099747.989,568647.427,3.375,"echo","3768",0.00836
4099749.124,568646.474,3.449,"echo","3769",0.00836
4099750.191,568645.661,3.477,"echo","3770",0.00836
4099751.208,568645.231,3.557,"echo","3771",0.00836
4099752.38,568644.917,3.51,"echo","3772",0.00844
4099753.391,568644.115,3.514,"echo","3773",0.00843
4099754.284,568643.173,3.51,"echo","3774",0.00837
4099754.942,568642.127,3.647,"echo","3775",0.00837
4099755.004,568640.792,3.786,"echo","3776",0.00838
4099754.512,568639.564,3.722,"echo","3777",0.00846
4099753.771,568638.449,3.652,"echo","3778",0.00838
4099752.613,568637.424,3.68,"echo","3779",0.00838
4099751.089,568636.855,3.823,"echo","3780",0.00838
4099749.537,568636.747,3.765,"echo","3781",0.00838
4099748.158,568637.092,3.627,"echo","3782",0.00838
4099746.868,568637.688,3.554,"echo","3783",0.00838
4099745.643,568638.194,3.539,"echo","3784",0.00838
4099744.587,568638.661,3.423,"echo","3785",0.00838
4099743.511,568639.294,3.287,"echo","3786",0.00838
4099742.408,568639.751,3.079,"echo","3787",0.00838
4099741.231,568640.045,2.985,"echo","3788",0.00838
4099740.174,568639.741,3.178,"echo","3789",0.00838
4099739.191,568639.478,4.07,"echo","3790",0.00838
4099738.466,568639.822,3.859,"echo","3791",0.00838
4099738.169,568640.945,3.657,"echo","3792",0.00838
4099738.158,568641.7,3.696,"echo","3793",0.00839
4099737.689,568642.559,3.687,"echo","3794",0.00838
4099737.456,568642.149,3.862,"echo","3795",0.00844
4099737.425,568641.066,2.982,"echo","3796",0.00838
4099737.722,568639.697,3.768,"echo","3797",0.00838
4099737.841,568638.2,3.854,"echo","3798",0.00838
4099738.462,568635.652,3.823,"echo","3800",0.00838
4099738.875,568634.536,3.593,"echo","3801",0.00838
4099739.723,568633.574,3.244,"echo","3802",0.00838
4099740.469,568632.636,3.512,"echo","3803",0.00838
4099741.062,568631.797,3.645,"echo","3804",0.00838
4099741.703,568631.224,3.65,"echo","3805",0.00845
4099742.706,568630.483,3.721,"echo","3806",0.00838
4099743.413,568629.547,3.774,"echo","3807",0.00838
4099744.143,568628.901,3.837,"echo","3808",0.00838
4099744.433,568627.687,3.657,"echo","3809",0.00838
4099743.906,568626.896,3.625,"echo","3810",0.00838
4099743.836,568625.899,3.43,"echo","3811",0.00838
4099743.514,568624.878,3.13,"echo","3812",0.00838
4099742.7,568624.26,3.28,"echo","3813",0.00838
4099741.531,568623.945,3.588,"echo","3814",0.00838
4099740.278,568624.01,3.774,"echo","3815",0.00838
4099738.995,568624.178,3.785,"echo","3816",0.00846
4099737.724,568624.6,3.695,"echo","3817",0.00839
4099736.482,568625.064,3.642,"echo","3818",0.00839
4099735.303,568625.614,3.613,"echo","3819",0.00839
4099734.207,568626.199,3.539,"echo","3820",0.0084
4099733.142,568626.572,3.545,"echo","3821",0.00839
4099732.146,568627.002,3.601,"echo","3822",0.00839
4099731.234,568627.239,3.359,"echo","3823",0.00839
4099730.384,568627.334,3.055,"echo","3824",0.00838
4099729.536,568627.031,3.911,"echo","3825",0.00838
4099728.685,568627.044,3.709,"echo","3826",0.00838
4099727.947,568626.629,3.507,"echo","3827",0.00838
4099727.445,568625.832,3.703,"echo","3828",0.00838
4099727.484,568624.923,3.805,"echo","3829",0.00838
4099727.894,568623.885,3.161,"echo","3830",0.00838
4099728.824,568623.17,3.434,"echo","3831",0.00838
4099729.678,568622.375,3.653,"echo","3832",0.00838
4099730.542,568621.926,3.584,"echo","3833",0.00838
4099731.643,568621.634,3.567,"echo","3834",0.00838
4099732.71,568621.274,3.626,"echo","3835",0.00837
4099733.547,568621.227,3.611,"echo","3836",0.00844
4099734.544,568620.788,3.653,"echo","3837",0.00839
4099735.111,568619.75,3.639,"echo","3838",0.00838
4099735.042,568618.75,3.698,"echo","3839",0.00839
4099734.734,568618.118,3.691,"echo","3840",0.00839
4099734.292,568617.31,3.719,"echo","3841",0.00839
4099733.793,568616.447,3.717,"echo","3842",0.00839
4099733.744,568615.602,3.52,"echo","3843",0.00839
4099732.803,568615.03,3.611,"echo","3844",0.00844
4099732.084,568615.766,3.682,"echo","3845",0.00839
4099730.967,568616.367,3.671,"echo","3846",0.00845
4099729.86,568617.135,3.614,"echo","3847",0.00839
4099728.787,568617.959,3.626,"echo","3848",0.00839
4099727.351,568618.319,3.51,"echo","3849",0.00839
4099725.998,568618.728,3.631,"echo","3850",0.00839
4099724.884,568619.23,3.655,"echo","3851",0.00838
4099724.001,568619.728,3.568,"echo","3852",0.00838
4099723.046,568620.128,3.263,"echo","3853",0.00838
4099722.088,568620.245,3.106,"echo","3854",0.00838
4099721.268,568619.947,3.539,"echo","3855",0.00838
4099720.401,568619.476,3.666,"echo","3856",0.00838
4099719.579,568619.338,3.297,"echo","3857",0.00838
4099718.929,568619.23,3.659,"echo","3858",0.00846
4099718.522,568618.712,3.609,"echo","3859",0.00844
4099719.002,568618.143,3.879,"echo","3860",0.00839
4099720.078,568617.729,3.885,"echo","3861",0.00839
4099721.074,568617.182,3.276,"echo","3862",0.00839
4099722.353,568616.79,3.628,"echo","3863",0.00838
4099723.406,568616.334,3.654,"echo","3864",0.00838
4099724.334,568615.914,3.647,"echo","3865",0.00838
4099725.588,568615.618,3.593,"echo","3866",0.00838
4099726.615,568615.22,3.612,"echo","3867",0.00839
4099727.56,568615.296,3.602,"echo","3868",0.00839
4099728.633,568615.186,3.57,"echo","3869",0.00846
4099729.437,568614.357,3.639,"echo","3870",0.00839
4099729.839,568613.062,3.692,"echo","3871",0.00849
4099730.024,568611.998,3.654,"echo","3872",0.00846
4099729.769,568610.858,3.534,"echo","3873",0.0084
4099728.676,568609.895,3.29,"echo","3874",0.00842
4099727.501,568609.862,3.47,"echo","3875",0.00841
4099726.271,568609.965,3.625,"echo","3876",0.00841
4099725.287,568610.289,3.638,"echo","3877",0.00841
4099724.31,568610.749,3.623,"echo","3878",0.00841
4099723.063,568611.047,3.596,"echo","3879",0.00841
4099722.089,568611.496,3.596,"echo","3880",0.00841
4099721.187,568612.142,3.618,"echo","3881",0.00841
4099719.876,568612.567,3.646,"echo","3882",0.0084
4099718.779,568613.324,3.681,"echo","3883",0.00841
4099717.795,568613.983,3.599,"echo","3884",0.0084
4099716.894,568614.536,3.441,"echo","3885",0.0084
4099716.089,568615.038,3.171,"echo","3886",0.00841
4099715.271,568615.456,2.987,"echo","3887",0.0084
4099714.472,568615.749,3.025,"echo","3888",0.00845
4099713.58,568615.811,3.716,"echo","3889",0.0084
4099712.757,568615.905,3.715,"echo","3890",0.0084
4099712.064,568616.107,3.492,"echo","3891",0.0084
4099711.298,568616.359,3.443,"echo","3892",0.0084
4099710.784,568615.956,4.547,"echo","3893",0.0084
4099711.814,568615.674,3.678,"echo","3894",0.0084
4099712.974,568615.259,4.188,"echo","3895",0.00845
4099713.825,568614.504,2.993,"echo","3896",0.0084
4099714.99,568613.735,3.118,"echo","3897",0.0084
4099716.052,568612.82,3.329,"echo","3898",0.00842
4099717.079,568611.919,3.631,"echo","3899",0.00841
