"North","East","BedSE","Code","Pt.name","VertPrec"
4099679.387,568514.231,3.125,"echo","1521",0.01432
4099678.94,568514.448,3.101,"echo","1522",0.01388
4099678.453,568514.637,3.14,"echo","1523",0.01425
4099677.747,568514.776,3.122,"echo","1524",0.01425
4099677.052,568515.207,3.145,"echo","1525",0.01401
4099676.245,568515.806,3.067,"echo","1526",0.01364
4099675.342,568516.5,3.095,"echo","1527",0.01383
4099674.735,568517.182,3.032,"echo","1528",0.01432
4099673.983,568517.922,3.087,"echo","1529",0.0139
4099673.417,568518.653,3.058,"echo","1530",0.014
4099672.934,568519.221,3.109,"echo","1531",0.01473
4099672.667,568519.86,3.039,"echo","1532",0.01464
4099672.413,568520.455,3.043,"echo","1533",0.01477
4099672.271,568521.095,3.003,"echo","1534",0.01444
4099672.087,568521.769,3.076,"echo","1535",0.01496
4099671.666,568522.329,3.213,"echo","1536",0.01504
4099671.231,568522.848,3.852,"echo","1537",0.01398
4099670.92,568523.489,3.146,"echo","1538",0.01445
4099670.306,568524.096,3.051,"echo","1539",0.01414
4099669.608,568524.667,3.022,"echo","1540",0.01454
4099668.99,568525.221,3.139,"echo","1541",0.01793
4099668.13,568525.869,3.109,"echo","1542",0.02008
4099667.576,568526.57,3.197,"echo","1543",0.01612
4099667.169,568527.228,3.264,"echo","1544",0.01634
4099666.477,568528.064,3.343,"echo","1545",0.01392
4099665.962,568528.995,3.289,"echo","1546",0.01619
4099665.651,568529.894,3.25,"echo","1547",0.0163
4099665.528,568530.808,3.166,"echo","1548",0.01629
4099665.156,568532.723,3.221,"echo","1550",0.01628
4099665.023,568533.761,3.149,"echo","1551",0.01631
4099664.94,568534.785,3.094,"echo","1552",0.01618
4099664.952,568535.803,3.074,"echo","1553",0.0164
4099665.146,568538.063,3.237,"echo","1555",0.01647
4099665.552,568539.12,3.317,"echo","1556",0.01641
4099666.184,568539.932,3.127,"echo","1557",0.01649
4099666.772,568540.702,3.333,"echo","1558",0.01632
4099667.392,568541.224,3.278,"echo","1559",0.01625
4099668.163,568541.392,3.242,"echo","1560",0.01683
4099668.701,568541.673,3.231,"echo","1561",0.01713
4099669.187,568541.996,3.242,"echo","1562",0.01796
4099669.524,568542.143,3.147,"echo","1563",0.01833
4099669.997,568542.21,3.082,"echo","1564",0.01879
4099670.298,568542.244,3.151,"echo","1565",0.01901
4099670.487,568541.945,4.006,"echo","1566",0.0169
4099670.658,568541.757,3.214,"echo","1567",0.0169
4099670.232,568541.747,3.171,"echo","1568",0.0174
4099670.008,568542.357,3.227,"echo","1569",0.01807
4099669.609,568543.06,3.15,"echo","1570",0.01887
4099668.831,568543.484,3.311,"echo","1571",0.01987
4099668.106,568543.942,3.508,"echo","1572",0.02079
4099667.449,568544.439,3.537,"echo","1573",0.02065
4099666.891,568544.934,3.499,"echo","1574",0.02045
4099666.216,568545.417,3.488,"echo","1575",0.02041
4099665.519,568546.024,3.472,"echo","1576",0.02035
4099664.945,568546.72,3.416,"echo","1577",0.0204
4099664.41,568547.365,3.443,"echo","1578",0.02041
4099663.934,568547.972,3.427,"echo","1579",0.02033
4099663.478,568548.527,3.41,"echo","1580",0.02035
4099663.052,568549.037,3.374,"echo","1581",0.02037
4099662.667,568549.519,3.316,"echo","1582",0.02037
4099662.254,568549.901,3.294,"echo","1583",0.02033
4099661.591,568550.25,3.304,"echo","1584",0.02063
4099661.064,568550.835,3.298,"echo","1585",0.02063
4099660.372,568551.375,3.298,"echo","1586",0.02066
4099659.794,568552.084,3.296,"echo","1587",0.02066
4099659.267,568552.756,3.369,"echo","1588",0.02066
4099658.548,568553.276,3.425,"echo","1589",0.02066
4099657.871,568553.795,3.686,"echo","1590",0.02066
4099657.304,568554.35,3.844,"echo","1591",0.02066
4099656.805,568554.907,3.857,"echo","1592",0.02041
4099656.358,568555.438,3.878,"echo","1593",0.0205
4099655.957,568555.955,3.861,"echo","1594",0.02041
4099655.47,568556.396,3.883,"echo","1595",0.02049
4099655.044,568556.984,3.865,"echo","1596",0.02033
4099653.862,568557.986,3.988,"echo","1598",0.02104
4099653.227,568558.521,4.025,"echo","1599",0.0205
4099652.702,568559.131,4.006,"echo","1600",0.0205
4099652.215,568559.65,3.99,"echo","1601",0.0205
4099651.758,568560.276,3.897,"echo","1602",0.0205
4099651.333,568560.855,3.876,"echo","1603",0.02067
4099650.876,568561.342,3.863,"echo","1604",0.02067
4099650.371,568561.817,3.845,"echo","1605",0.02115
4099649.837,568562.022,3.774,"echo","1606",0.02592
4099649.193,568561.925,3.901,"echo","1607",0.02157
4099648.692,568562.066,3.877,"echo","1608",0.02157
4099648.338,568562.462,3.691,"echo","1609",0.02064
4099648.217,568562.783,3.487,"echo","1610",0.02064
4099648.376,568562.976,3.459,"echo","1611",0.02064
4099648.545,568563.361,3.286,"echo","1612",0.02108
4099648.646,568563.726,3.099,"echo","1613",0.02296
4099648.514,568564.158,3.954,"echo","1614",0.02138
4099648.295,568563.765,3.802,"echo","1615",0.02069
4099647.96,568563.112,3.245,"echo","1616",0.0237
4099647.274,568562.576,3.31,"echo","1617",0.02127
4099646.545,568561.82,3.476,"echo","1618",0.02152
4099645.918,568561.128,3.478,"echo","1619",0.02159
4099645.325,568560.555,3.461,"echo","1620",0.0214
4099644.765,568560.014,3.452,"echo","1621",0.02137
4099643.584,568558.854,3.329,"echo","1623",0.02738
4099642.973,568558.312,3.238,"echo","1624",0.02698
4099642.471,568557.758,3.213,"echo","1625",0.02676
4099642.111,568556.963,3.339,"echo","1626",0.02648
4099641.738,568556.265,3.411,"echo","1627",0.02618
4099641.138,568555.67,3.4,"echo","1628",0.02594
4099640.685,568554.828,3.398,"echo","1629",0.0257
4099640.272,568554.025,3.485,"echo","1630",0.02545
4099639.9,568553.223,3.551,"echo","1631",0.02521
4099639.392,568552.717,3.554,"echo","1632",0.02497
4099638.818,568552.811,3.151,"echo","1633",0.02478
4099638.651,568553.246,3.029,"echo","1634",0.02454
4099638.854,568553.529,3.038,"echo","1635",0.02438
4099638.841,568553.311,3.053,"echo","1636",0.02416
4099638.777,568552.525,3.18,"echo","1637",0.02394
4099638.237,568551.849,3.186,"echo","1638",0.02378
4099637.803,568551.113,3.194,"echo","1639",0.02359
4099637.353,568550.313,3.27,"echo","1640",0.02343
4099637.039,568549.287,3.373,"echo","1641",0.02304
4099636.545,568548.321,3.462,"echo","1642",0.02309
4099635.965,568547.458,3.468,"echo","1643",0.02063
4099635.512,568546.638,3.498,"echo","1644",0.02044
4099635.151,568545.872,3.559,"echo","1645",0.02026
4099634.874,568545.151,3.586,"echo","1646",0.0201
4099634.445,568544.394,3.524,"echo","1647",0.01992
4099634,568543.407,3.531,"echo","1648",0.01979
4099633.512,568542.713,3.449,"echo","1649",0.01962
4099632.968,568542.124,3.267,"echo","1650",0.01954
4099632.457,568541.529,3.143,"echo","1651",0.01956
4099632.052,568540.941,2.996,"echo","1652",0.01947
4099631.969,568540.409,3.057,"echo","1653",0.0194
4099631.802,568539.896,3.079,"echo","1654",0.01933
4099631.45,568539.873,3.25,"echo","1655",0.01933
4099631.438,568540.08,3.872,"echo","1656",0.01928
4099631.674,568540.856,3.594,"echo","1657",0.01922
4099632.641,568541.035,3.163,"echo","1658",0.01915
4099633.631,568541.095,3.453,"echo","1659",0.01908
4099634.499,568541.197,3.495,"echo","1660",0.01903
4099635.204,568541.61,3.464,"echo","1661",0.01896
4099635.968,568542.193,3.426,"echo","1662",0.01892
4099637.702,568543.067,3.286,"echo","1664",0.01875
4099638.755,568543.474,3.233,"echo","1665",0.01867
4099639.834,568543.643,3.202,"echo","1666",0.0186
4099640.986,568543.667,3.244,"echo","1667",0.01854
4099642.2,568543.518,3.275,"echo","1668",0.01859
4099643.145,568543.046,3.224,"echo","1669",0.01852
4099643.885,568542.48,3.232,"echo","1670",0.01846
4099644.625,568541.862,3.253,"echo","1671",0.01827
4099645.186,568541.026,3.242,"echo","1672",0.01818
4099645.688,568540.189,3.239,"echo","1673",0.01818
4099646.315,568539.576,3.238,"echo","1674",0.0181
4099646.909,568539.058,3.232,"echo","1675",0.01807
4099647.46,568538.6,3.254,"echo","1676",0.01806
4099648.225,568538.249,3.294,"echo","1677",0.01802
4099648.928,568537.617,3.335,"echo","1678",0.01795
4099649.608,568537.069,3.324,"echo","1679",0.01789
4099650.254,568536.626,3.369,"echo","1680",0.01781
4099650.884,568536.267,3.372,"echo","1681",0.01773
4099651.545,568535.651,3.277,"echo","1682",0.01767
4099653.149,568534.958,3.24,"echo","1684",0.01753
4099654.05,568535.109,3.296,"echo","1685",0.01746
4099655.024,568535.358,3.437,"echo","1686",0.0174
4099655.925,568535.494,3.365,"echo","1687",0.01739
4099656.968,568535.651,3.279,"echo","1688",0.01733
4099658.083,568535.745,3.233,"echo","1689",0.01789
4099659.14,568535.597,3.178,"echo","1690",0.01796
4099660.327,568535.339,3.154,"echo","1691",0.01804
4099661.17,568534.912,3.148,"echo","1692",0.0181
4099662.324,568534.434,3.106,"echo","1693",0.01813
4099663.772,568533.253,3.07,"echo","1695",0.0182
4099664.6,568532.546,3.119,"echo","1696",0.01821
4099665.277,568531.736,3.071,"echo","1697",0.01822
4099665.648,568530.911,3.134,"echo","1698",0.01823
4099665.976,568530.15,3.175,"echo","1699",0.01823
4099666.372,568529.349,3.194,"echo","1700",0.01823
4099666.676,568528.627,3.209,"echo","1701",0.01822
4099666.808,568527.889,3.293,"echo","1702",0.01821
4099666.86,568527.112,3.311,"echo","1703",0.01823
4099667.024,568526.393,3.32,"echo","1704",0.0182
4099667.339,568525.609,3.271,"echo","1705",0.0182
4099667.485,568524.739,3.286,"echo","1706",0.01819
4099667.696,568523.944,3.214,"echo","1707",0.01821
4099668.513,568521.97,3.165,"echo","1710",0.01636
4099669.354,568520.716,3.242,"echo","1712",0.0163
4099671.106,568518.844,3.398,"echo","1715",0.01618
4099671.615,568518.134,3.328,"echo","1716",0.01617
4099672.94,568516.978,3.192,"echo","1718",0.01612
4099673.742,568516.579,3.134,"echo","1719",0.01609
4099674.466,568516.181,3.131,"echo","1720",0.01606
4099675.185,568515.839,3.099,"echo","1721",0.01605
4099675.94,568515.507,3.102,"echo","1722",0.01604
4099676.589,568515.12,3.093,"echo","1723",0.01602
4099676.931,568514.604,3.064,"echo","1724",0.01597
4099677.166,568514.022,3.092,"echo","1725",0.01595
4099677.591,568513.434,3.078,"echo","1726",0.01593
4099678.143,568512.891,3.082,"echo","1727",0.01589
4099678.841,568512.559,3.04,"echo","1728",0.01587
4099679.587,568512.288,3.166,"echo","1729",0.01584
4099680.274,568512.015,3.223,"echo","1730",0.01581
4099680.804,568511.574,3.191,"echo","1731",0.01583
4099681.28,568511.037,3.122,"echo","1732",0.0158
4099681.734,568510.548,3.266,"echo","1733",0.01578
4099682.144,568510.073,3.298,"echo","1734",0.01574
4099682.286,568509.58,3.05,"echo","1735",0.01572
4099682.51,568509.171,3.191,"echo","1736",0.01505
4099683.841,568508.508,3.218,"echo","1738",0.01499
4099684.444,568507.775,3.159,"echo","1739",0.01498
4099685.207,568507.088,3.079,"echo","1740",0.01495
4099685.865,568506.362,3.153,"echo","1741",0.01505
4099686.486,568505.707,3.268,"echo","1742",0.01506
4099687.221,568505.143,3.82,"echo","1743",0.01509
4099687.956,568504.581,3.792,"echo","1744",0.01509
4099688.566,568503.93,3.734,"echo","1745",0.01509
4099689.136,568503.328,3.941,"echo","1746",0.0151
4099689.9,568502.809,3.865,"echo","1747",0.01541
4099690.553,568502.109,3.356,"echo","1748",0.01511
4099691.157,568501.472,3.923,"echo","1749",0.0151
4099691.84,568500.919,3.841,"echo","1750",0.0151
4099692.555,568500.271,3.682,"echo","1751",0.01542
4099693.214,568499.582,3.806,"echo","1752",0.0151
4099693.949,568498.923,3.698,"echo","1753",0.01509
4099694.517,568498.094,3.524,"echo","1754",0.01492
4099695.226,568497.357,3.49,"echo","1755",0.01462
4099695.932,568496.685,3.543,"echo","1756",0.0146
4099696.504,568495.899,3.517,"echo","1757",0.01457
4099697.214,568495.211,3.655,"echo","1758",0.01514
4099697.923,568494.589,3.795,"echo","1759",0.01453
4099698.553,568494.022,3.801,"echo","1760",0.01452
4099699.243,568493.507,3.882,"echo","1761",0.01484
4099699.956,568492.831,3.601,"echo","1762",0.01513
4099700.618,568492.105,3.865,"echo","1763",0.01419
4099701.389,568491.524,3.931,"echo","1764",0.01455
4099702.151,568490.99,3.475,"echo","1765",0.01572
4099702.824,568490.463,3.109,"echo","1766",0.01573
4099703.419,568489.973,3.023,"echo","1767",0.01572
4099703.978,568489.505,3.222,"echo","1768",0.01572
4099704.484,568489.073,3.014,"echo","1769",0.01573
4099705.216,568488.635,3.1,"echo","1770",0.01573
4099705.819,568488.038,3.016,"echo","1771",0.01572
4099706.49,568487.518,3.075,"echo","1772",0.01572
4099707.015,568486.975,3.137,"echo","1773",0.01571
4099707.759,568486.496,3.05,"echo","1774",0.01572
4099708.417,568485.757,3.08,"echo","1775",0.01571
4099708.991,568485.008,3.083,"echo","1776",0.01571
4099709.554,568484.366,3.053,"echo","1777",0.0157
4099710.111,568483.791,3.042,"echo","1778",0.01569
4099710.805,568483.151,3.057,"echo","1779",0.01568
4099711.373,568482.413,3.035,"echo","1780",0.01569
4099712.792,568481.029,3.033,"echo","1782",0.01566
4099713.453,568480.303,2.997,"echo","1783",0.01565
4099714.263,568479.667,3.02,"echo","1784",0.01564
4099714.953,568479.049,3.553,"echo","1785",0.01562
4099715.553,568478.465,3.182,"echo","1786",0.0156
4099716.043,568477.824,3.867,"echo","1787",0.01558
4099716.57,568477.116,3.583,"echo","1788",0.01557
4099717.244,568476.504,3.097,"echo","1789",0.01555
4099717.862,568475.932,3.118,"echo","1790",0.01554
4099718.49,568475.255,3.109,"echo","1791",0.01553
4099719.269,568474.553,3.07,"echo","1792",0.01552
4099719.929,568473.814,3.147,"echo","1793",0.01551
4099720.526,568473.143,4.002,"echo","1794",0.01549
4099721.209,568472.565,3.999,"echo","1795",0.01547
4099721.926,568471.907,3.988,"echo","1796",0.01545
4099722.514,568471.201,3.824,"echo","1797",0.01544
4099723.048,568470.576,3.965,"echo","1798",0.01542
4099723.854,568469.987,4.031,"echo","1799",0.01541
4099724.517,568469.39,3.919,"echo","1800",0.0154
4099724.955,568468.716,3.965,"echo","1801",0.01539
4099725.314,568467.958,3.29,"echo","1802",0.01538
4099725.951,568467.189,3.142,"echo","1803",0.01536
4099726.647,568466.51,3.074,"echo","1804",0.01537
4099727.235,568465.875,3.031,"echo","1805",0.01536
4099727.715,568465.191,3.18,"echo","1806",0.01534
4099728.248,568464.466,3.112,"echo","1807",0.01534
4099728.83,568463.829,3.257,"echo","1808",0.01533
4099729.378,568463.252,3.14,"echo","1809",0.01532
4099730.637,568462.009,3.013,"echo","1811",0.01532
4099731.412,568461.325,3.04,"echo","1812",0.0153
4099732.096,568460.65,3.047,"echo","1813",0.01529
4099732.692,568460.007,3.047,"echo","1814",0.01526
4099733.222,568459.359,3.05,"echo","1815",0.01524
4099733.801,568458.606,3.028,"echo","1816",0.01522
4099734.53,568457.943,3.078,"echo","1817",0.0152
4099735.196,568457.308,3.054,"echo","1818",0.01518
4099736.042,568456.727,3.051,"echo","1819",0.01516
4099736.761,568456.124,3.075,"echo","1820",0.01516
4099737.396,568455.536,3.101,"echo","1821",0.01515
4099737.976,568454.972,3.114,"echo","1822",0.01514
4099738.641,568454.447,3.115,"echo","1823",0.01512
4099739.423,568453.902,3.078,"echo","1824",0.01472
4099740.041,568453.251,3.08,"echo","1825",0.01471
4099740.76,568452.575,3.116,"echo","1826",0.01469
4099741.523,568451.938,3.134,"echo","1827",0.01468
4099742.221,568451.333,3.131,"echo","1828",0.01466
4099742.83,568450.756,3.145,"echo","1829",0.01465
4099743.921,568449.734,3.141,"echo","1831",0.01463
4099744.617,568449.216,3.18,"echo","1832",0.01461
4099745.137,568448.497,3.102,"echo","1833",0.0146
4099745.676,568447.859,3.122,"echo","1834",0.0146
4099746.201,568447.251,3.115,"echo","1835",0.01459
4099746.705,568446.689,3.131,"echo","1836",0.01457
4099747.596,568446.223,3.098,"echo","1837",0.01456
4099748.368,568445.687,3.005,"echo","1838",0.01454
4099748.971,568445.121,3.067,"echo","1839",0.01453
4099749.502,568444.572,3.066,"echo","1840",0.01452
4099750.15,568444.032,3.032,"echo","1841",0.01451
4099750.7,568443.395,3.007,"echo","1842",0.01449
4099751.199,568442.789,2.997,"echo","1843",0.01486
4099751.908,568442.203,3.025,"echo","1844",0.01485
4099752.525,568441.467,3.006,"echo","1845",0.01483
4099753.072,568440.756,3.002,"echo","1846",0.01483
4099753.557,568439.959,3.116,"echo","1847",0.01482
4099754.245,568439.24,2.993,"echo","1848",0.01483
4099754.981,568438.594,2.991,"echo","1849",0.01442
4099755.722,568438.179,3.108,"echo","1850",0.01479
4099756.495,568437.659,3.116,"echo","1851",0.01479
4099756.967,568436.995,3.059,"echo","1852",0.01478
4099756.988,568436.48,2.986,"echo","1853",0.01479
4099756.771,568435.783,3.13,"echo","1854",0.01477
4099756.837,568435.11,3.022,"echo","1855",0.01477
4099757.338,568434.473,3.075,"echo","1856",0.01476
4099757.69,568433.571,3.102,"echo","1857",0.01475
4099758.107,568432.778,3.078,"echo","1858",0.01474
4099758.567,568432.093,3.052,"echo","1859",0.01474
4099759.475,568431.551,3.05,"echo","1860",0.01473
4099760.178,568430.822,3.051,"echo","1861",0.01473
4099760.784,568430.073,3.031,"echo","1862",0.01471
4099761.367,568429.352,3.053,"echo","1863",0.01471
4099762.186,568428.715,2.995,"echo","1864",0.01472
4099762.885,568428.078,2.999,"echo","1865",0.0147
4099763.499,568427.468,3.173,"echo","1866",0.0147
4099764.022,568426.857,3.151,"echo","1867",0.01469
4099764.682,568426.311,3.182,"echo","1868",0.01468
4099765.262,568425.647,3.126,"echo","1869",0.01466
4099765.802,568425.033,3.985,"echo","1870",0.01464
4099766.442,568424.492,3.139,"echo","1871",0.01464
4099767.139,568423.964,3.065,"echo","1872",0.01464
4099767.77,568423.445,3.773,"echo","1873",0.01462
4099768.553,568422.908,3.755,"echo","1874",0.01461
4099769.215,568422.357,3.412,"echo","1875",0.0146
4099769.815,568421.788,3.654,"echo","1876",0.01459
4099770.359,568421.256,3.04,"echo","1877",0.01458
4099770.824,568420.449,3.549,"echo","1878",0.01458
4099770.895,568419.679,3.577,"echo","1879",0.01458
4099770.826,568418.023,3.731,"echo","1881",0.01722
4099770.664,568417.248,3.775,"echo","1882",0.01771
4099770.449,568416.587,3.811,"echo","1883",0.01813
4099770.208,568416.001,3.604,"echo","1884",0.01851
4099769.973,568415.473,3.087,"echo","1885",0.01885
4099769.803,568414.818,3.833,"echo","1886",0.01917
4099769.385,568414.113,4.239,"echo","1887",0.01944
4099768.94,568413.444,3.238,"echo","1888",0.01969
4099768.357,568412.947,3.206,"echo","1889",0.01993
4099767.606,568412.524,3.157,"echo","1890",0.01942
4099766.718,568412.03,3.093,"echo","1891",0.02037
4099766.104,568411.402,3.172,"echo","1892",0.01723
4099765.731,568410.788,3.145,"echo","1893",0.01732
4099765.382,568410.247,3.19,"echo","1894",0.01741
4099765.127,568409.696,3.17,"echo","1895",0.01748
4099765.163,568408.964,3.188,"echo","1896",0.01755
4099765.237,568408.211,3.143,"echo","1897",0.01761
4099765.225,568407.542,3.155,"echo","1898",0.01768
4099765.186,568406.927,3.129,"echo","1899",0.01774
4099765.119,568406.367,3.173,"echo","1900",0.0178
4099765.213,568405.676,3.232,"echo","1901",0.01794
4099765.207,568404.91,3.324,"echo","1902",0.01794
4099765.115,568404.125,3.299,"echo","1903",0.01802
4099764.83,568403.36,3.271,"echo","1904",0.01817
4099764.664,568402.478,3.315,"echo","1905",0.01824
4099764.553,568401.562,3.247,"echo","1906",0.01829
4099764.339,568400.609,3.222,"echo","1907",0.01834
4099764.017,568399.764,3.198,"echo","1908",0.01837
4099763.769,568398.951,3.221,"echo","1909",0.01844
4099763.597,568397.876,3.188,"echo","1910",0.01851
4099763.161,568396.902,3.17,"echo","1911",0.01858
4099762.801,568395.983,3.17,"echo","1912",0.01877
4099762.664,568394.982,3.078,"echo","1913",0.01883
4099762.576,568393.82,3.06,"echo","1914",0.01884
4099762.152,568392.801,3.018,"echo","1915",0.01338
4099761.67,568391.992,3.069,"echo","1916",0.01339
4099761.141,568391.065,3.052,"echo","1917",0.01339
4099760.907,568390.13,3.015,"echo","1918",0.01338
4099761.09,568389.181,3.017,"echo","1919",0.01337
4099761.243,568388.287,3.212,"echo","1920",0.01336
4099761.583,568386.405,3.714,"echo","1922",0.01372
4099761.886,568385.526,3.657,"echo","1923",0.01328
4099762.12,568384.652,3.811,"echo","1924",0.01349
4099762.422,568383.706,3.673,"echo","1925",0.01356
4099762.85,568382.827,3.752,"echo","1926",0.01376
4099763.318,568381.981,3.821,"echo","1927",0.01391
4099763.813,568381.042,3.832,"echo","1928",0.01399
4099764.177,568380.051,3.777,"echo","1929",0.01406
4099764.962,568379.054,3.22,"echo","1930",0.01366
4099765.621,568378.183,4.269,"echo","1931",0.01371
4099766.765,568375.205,3.038,"echo","1934",0.01383
4099766.954,568374.239,3.088,"echo","1935",0.01429
4099767.344,568372.498,3.125,"echo","1937",0.01434
4099767.547,568371.709,3.066,"echo","1938",0.0141
4099767.768,568370.968,3.079,"echo","1939",0.01399
4099767.9,568370.143,3.023,"echo","1940",0.01402
4099768.305,568369.271,3.095,"echo","1941",0.01404
4099768.84,568368.448,3.019,"echo","1942",0.01405
4099769.296,568367.665,3.044,"echo","1943",0.01406
4099769.95,568366.915,3.11,"echo","1944",0.01422
4099770.532,568366.174,3.053,"echo","1945",0.01409
4099771.01,568365.456,3.074,"echo","1946",0.0141
4099771.449,568364.782,3.023,"echo","1947",0.01411
4099771.842,568364.135,3.13,"echo","1948",0.01412
4099772.082,568363.019,3.14,"echo","1950",0.01412
4099772.135,568363.266,3.186,"echo","1951",0.01414
4099771.406,568363.342,4.12,"echo","1952",0.01414
4099770.739,568363.265,3.073,"echo","1953",0.01456
4099770.364,568362.934,3.894,"echo","1954",0.0129
4099770.635,568362.294,3.601,"echo","1955",0.0129
4099771.356,568362.05,3.633,"echo","1956",0.01299
4099772.101,568362.408,3.504,"echo","1957",0.0131
4099772.554,568363.213,3.116,"echo","1958",0.01313
4099772.659,568364.07,3.947,"echo","1959",0.01315
4099772.52,568365.004,3.823,"echo","1960",0.01268
4099771.902,568365.723,3.983,"echo","1961",0.01316
4099771.377,568366.574,3.348,"echo","1962",0.01339
4099770.609,568367.241,3.254,"echo","1963",0.01264
4099769.74,568367.82,3.042,"echo","1964",0.01266
4099768.897,568368.415,3.02,"echo","1965",0.01268
4099767.97,568369.037,3.027,"echo","1966",0.01315
4099767.228,568369.687,3.168,"echo","1967",0.01343
4099766.618,568370.437,3.281,"echo","1968",0.01269
4099766.189,568371.183,3.41,"echo","1969",0.01269
4099765.941,568372.007,3.015,"echo","1970",0.0127
4099765.258,568372.916,3.107,"echo","1971",0.0127
4099764.857,568373.897,3.057,"echo","1972",0.0127
4099764.664,568374.881,3.221,"echo","1973",0.0127
4099764.494,568375.773,3.122,"echo","1974",0.01271
4099764.204,568376.603,3.868,"echo","1975",0.01271
4099763.819,568377.522,3.198,"echo","1976",0.01271
4099763.599,568378.438,3.884,"echo","1977",0.01271
4099763.183,568379.343,3.94,"echo","1978",0.01271
4099762.78,568380.233,3.918,"echo","1979",0.01271
4099762.518,568381.059,3.105,"echo","1980",0.01271
4099762.313,568381.817,3.664,"echo","1981",0.0127
4099762.145,568382.507,3.959,"echo","1982",0.0127
4099761.866,568383.208,3.713,"echo","1983",0.0127
4099761.568,568384.025,3.044,"echo","1984",0.0127
4099761.268,568384.908,3.798,"echo","1985",0.01269
4099760.921,568385.82,3.969,"echo","1986",0.01268
4099760.689,568386.648,3.227,"echo","1987",0.01268
4099760.475,568387.432,3.238,"echo","1988",0.01266
4099760.169,568388.285,3.253,"echo","1989",0.01248
4099760.001,568389.061,3.181,"echo","1990",0.01265
4099759.75,568389.879,3.004,"echo","1991",0.01162
4099759.579,568390.745,3.075,"echo","1992",0.01163
4099759.424,568391.612,3.057,"echo","1993",0.01162
4099759.396,568392.475,3.155,"echo","1994",0.01191
4099759.454,568393.227,3.213,"echo","1995",0.0116
4099759.566,568393.902,3.247,"echo","1996",0.01159
4099759.649,568394.585,3.174,"echo","1997",0.01189
4099759.681,568395.628,3.193,"echo","1998",0.01209
4099760.034,568396.454,3.142,"echo","1999",0.01214
4099760.411,568397.146,3.162,"echo","2000",0.01221
4099760.889,568397.888,3.122,"echo","2001",0.01225
4099761.324,568398.615,3.163,"echo","2002",0.0123
4099761.748,568399.301,3.183,"echo","2003",0.01234
4099762.163,568399.963,3.128,"echo","2004",0.01238
4099762.445,568400.676,3.135,"echo","2005",0.01242
4099762.646,568401.472,3.167,"echo","2006",0.01247
4099763.036,568402.895,3.175,"echo","2008",0.01264
4099763.257,568403.738,3.18,"echo","2009",0.01328
4099764.242,568405.837,3.1,"echo","2012",0.01491
4099764.391,568406.789,3.11,"echo","2013",0.01515
4099764.816,568407.674,3.123,"echo","2014",0.0166
4099765.198,568408.56,3.144,"echo","2015",0.01696
4099765.679,568409.457,3.189,"echo","2016",0.01728
4099765.978,568410.327,3.218,"echo","2017",0.01757
4099766.165,568411.139,3.181,"echo","2018",0.01783
4099766.253,568411.918,3.198,"echo","2019",0.01807
4099766.169,568412.856,3.164,"echo","2020",0.01675
4099766.456,568413.921,3.118,"echo","2021",0.0165
4099766.498,568414.879,3.07,"echo","2022",0.01656
4099766.221,568415.7,3.295,"echo","2023",0.01747
4099765.905,568416.611,3.422,"echo","2024",0.01675
4099765.632,568417.529,3.226,"echo","2025",0.01761
4099765.206,568418.467,4.41,"echo","2026",0.01692
4099764.894,568419.317,3.281,"echo","2027",0.01271
4099764.638,568420.099,3.21,"echo","2028",0.01271
4099764.425,568420.823,3.408,"echo","2029",0.01286
4099764.195,568421.455,4.045,"echo","2030",0.0129
4099763.983,568422.034,3.343,"echo","2031",0.01295
4099763.856,568422.639,3.168,"echo","2032",0.01357
4099763.332,568423.186,3.515,"echo","2033",0.01247
4099762.273,568424.989,3.061,"echo","2035",0.01376
4099762.282,568426.036,3.076,"echo","2036",0.0138
4099762.205,568426.973,3.021,"echo","2037",0.01382
4099761.986,568429.156,3.112,"echo","2039",0.01389
4099761.094,568430.009,3.023,"echo","2040",0.01391
4099760.318,568431.832,3.04,"echo","2042",0.01394
4099759.516,568432.592,3.097,"echo","2043",0.01395
4099758.783,568433.08,3.025,"echo","2044",0.01396
4099758.006,568433.534,3.089,"echo","2045",0.01397
4099757.119,568435.216,3.147,"echo","2047",0.01399
4099756.802,568436.245,3.185,"echo","2048",0.014
4099756.124,568437.058,3.235,"echo","2049",0.01401
4099755.421,568437.775,3.004,"echo","2050",0.01402
4099754.777,568438.398,3.16,"echo","2051",0.01402
4099753.922,568438.993,3.015,"echo","2052",0.01358
4099753.16,568439.766,3.058,"echo","2053",0.01358
4099752.123,568440.412,3.069,"echo","2054",0.01358
4099751.172,568441.08,3.004,"echo","2055",0.01403
4099750.482,568441.852,3.078,"echo","2056",0.01403
4099749.615,568442.639,3.039,"echo","2057",0.01232
4099748.774,568443.413,3.004,"echo","2058",0.01232
4099748.163,568444.221,3.162,"echo","2059",0.01233
4099747.636,568445.035,3.002,"echo","2060",0.01238
4099747.101,568445.72,3.008,"echo","2061",0.01234
4099746.241,568446.339,3.044,"echo","2062",0.01233
4099745.587,568446.965,3.142,"echo","2063",0.01233
4099745.145,568447.773,3.129,"echo","2064",0.01233
4099744.399,568448.469,3.132,"echo","2065",0.01233
4099743.726,568449.115,3.107,"echo","2066",0.01281
4099743.185,568449.723,3.086,"echo","2067",0.01232
